achúra,menudencias,menudencia,N,C,F,P
tovykã,fibra,fibra,N,C,F,S
tovykã,fibras,fibra,N,C,F,P
tovykã,filamento,filamento,N,C,M,S
tovykã,filamentos,filamento,N,C,M,P
to'o,corpulencia,corpulencia,N,C,F,S
to'o,corpulencias,corpulencia,N,C,F,P
to'ysã,frío,frío,N,C,M,S
to'ysã,fríos,frío,N,C,M,P
to'ysã,fresco,fresco,N,C,M,S
to'ysã,frescos,fresco,N,C,M,P
to'ysã,frescura,frescura,N,C,F,S
to'ysã,frescuras,frescura,N,C,F,P
tuanga,padrastro,padrastro,N,C,M,S
tuanga,padrastros,padrastro,N,C,M,P
tuanga,padrino,padrino,N,C,M,S
tuanga,padrinos,padrino,N,C,M,P
tugua,fondo,fondo,N,C,M,S
tugua,fondos,fondo,N,C,M,P
tugua,esquina,esquina,N,C,F,S
tugua,esquinas,esquina,N,C,F,P
tugua,rincón,rincón,N,C,M,S
tugua,rincones,rincón,N,C,M,P
tugua,fondo,fondo,N,C,M,S
tugua,fondos,fondo,N,C,M,P
tugua,rincón,rincón,N,C,M,S
tugua,rincones,rincón,N,C,M,P
tugua,hondura,hondura,N,C,F,S
tugua,honduras,hondura,N,C,F,P
tuguaijetapa,tijereta,tijereta,N,C,F,S
tuguaijetapa,tijeretas,tijereta,N,C,F,P
tuguare,resto,resto,N,C,M,S
tuguare,restos,resto,N,C,M,P
tuguare,residuo,residuo,N,C,M,S
tuguare,residuos,residuo,N,C,M,P
tugua'ỹ,abismo,abismo,N,C,M,S
tugua'ỹ,abismos,abismo,N,C,M,P
tuguy,sangre,sangre,N,C,F,S
tuguy,sangres,sangre,N,C,F,P
tuguyho,inquietud,inquietud,N,C,F,S
tuguyho,inquietudes,inquietud,N,C,F,P
tuguyho,desasosiego,desasosiego,N,C,M,S
tuguyho,desasosiegos,desasosiego,N,C,M,P
tuguy'i,anemia,anemia,N,C,F,S
tuguy'i,anemias,anemia,N,C,F,P
tuguái,cola,cola,N,C,F,S
tuguái,colas,cola,N,C,F,P
tuguái,rabo,rabo,N,C,M,S
tuguái,rabos,rabo,N,C,M,P
tuichakue,dimensión,dimensión,N,C,F,S
tuichakue,dimensiones,dimensión,N,C,F,P
tuichakue,grandor,grandor,N,C,M,S
tuichakue,grandores,grandor,N,C,M,P
tuichakue,volumen,volumen,N,C,M,S
tuichakue,volúmenes,volumen,N,C,M,P
tuichakue,grandeza,grandeza,N,C,F,S
tuichakue,grandezas,grandeza,N,C,F,P
tuichakue,tamaño,tamaño,N,C,M,S
tuichakue,tamaños,tamaño,N,C,M,P
tuichakue,magnitud,magnitud,N,C,F,S
tuichakue,magnitudes,magnitud,N,C,F,P
tujakue,vejeces,vejez,N,C,F,P
tujakue,vejez,vejez,N,C,F,S
tuju,barro,barro,N,C,M,S
tuju,barros,barro,N,C,M,P
tuju,lodo,lodo,N,C,M,S
tuju,lodos,lodo,N,C,M,P
tuju,podredumbre,podredumbre,N,C,F,S
tuju,podredumbres,podredumbre,N,C,F,P
tuju,corrupción,corrupción,N,C,F,S
tuju,corrupciones,corrupción,N,C,F,P
tujuju,cigüeña,cigüeña,N,C,F,S
tujuju,cigüeñas,cigüeña,N,C,F,P
tujukua,pantano,pantano,N,C,M,S
tujukua,pantanos,pantano,N,C,M,P
tujukua,lodazal,lodazal,N,C,M,S
tujukua,lodazales,lodazal,N,C,M,P
tujutĩ,caolín,caolín,N,C,M,S
tujutĩ,caolines,caolín,N,C,M,P
tuka'ẽ,tocado,tocado,N,C,M,S
tuka'ẽ,tocados,tocado,N,C,M,P
tuku,langosta,langosta,N,C,F,S
tuku,langostas,langosta,N,C,F,P
tuku,saltamontes,saltamontes,N,C,M,N
tukumbo,látigo,látigo,N,C,M,S
tukumbo,látigos,látigo,N,C,M,P
tukumbo,azote,azote,N,C,M,S
tukumbo,azotes,azote,N,C,M,P
tukumbo,correa,correa,N,C,F,S
tukumbo,correas,correa,N,C,F,P
tukumbo,flagelo,flagelo,N,C,M,S
tukumbo,flagelos,flagelo,N,C,M,P
tukumbo,rebenque,rebenque,N,C,M,S
tukumbo,rebenques,rebenque,N,C,M,P
tukumbo,chicota,chicote,N,C,F,S
tukumbo,chicotas,chicote,N,C,F,P
tukumbo,chicote,chicote,N,C,M,S
tukumbo,chicotes,chicote,N,C,M,P
tukã,tucán,tucán,N,C,M,S
tukã,tucanes,tucán,N,C,M,P
tumby,cadera,cadera,N,C,F,S
tumby,caderas,cadera,N,C,F,P
tumby,cintura,cintura,N,C,F,S
tumby,cinturas,cintura,N,C,F,P
tumby,grupa,grupa,N,C,F,S
tumby,grupas,grupa,N,C,F,P
tumby,nalga,nalga,N,C,F,S
tumby,nalgas,nalga,N,C,F,P
tumby,anca,anca,N,C,F,S
tumby,ancas,anca,N,C,F,P
tungusu,pulga,pulga,N,C,F,S
tungusu,pulgas,pulga,N,C,F,P
tupa,cama,cama,N,C,F,S
tupa,camas,cama,N,C,F,P
tupa,lecho,lecho,N,C,M,S
tupa,lechos,lecho,N,C,M,P
tupa,yacimiento,yacimiento,N,C,M,S
tupa,yacimientos,yacimiento,N,C,M,P
tupa,guarida,guarida,N,C,F,S
tupa,guaridas,guarida,N,C,F,P
tupa,nido,nido,N,C,M,S
tupa,nidos,nido,N,C,M,P
tupi'a,huevo,huevo,N,C,M,S
tupi'a,huevos,huevo,N,C,M,P
tupyty,triunfo,triunfo,N,C,M,S
tupyty,triunfos,triunfo,N,C,M,P
tupyty,logro,logro,N,C,M,S
tupyty,logros,logro,N,C,M,P
tupyty,alcance,alcance,N,C,M,S
tupyty,alcances,alcance,N,C,M,P
tupã,dios,dios,N,C,M,S
tupã,diosa,dios,N,C,F,S
tupã,diosas,dios,N,C,F,P
tupã,dioses,dios,N,C,M,P
tupãitu,adoración,adoración,N,C,F,S
tupãitu,adoraciones,adoración,N,C,F,P
tupãmba'e,limosna,limosna,N,C,F,S
tupãmba'e,limosnas,limosna,N,C,F,P
tupãmba'e,diezmo,diezmo,N,C,M,S
tupãmba'e,diezmos,diezmo,N,C,M,P
tupãmba'ejára,mendiga,mendigo,N,C,F,S
tupãmba'ejára,mendigas,mendigo,N,C,F,P
tupãmba'ejára,mendigo,mendigo,N,C,M,S
tupãmba'ejára,mendigos,mendigo,N,C,M,P
tupãmba'ejára,limosnera,limosnero,N,C,F,S
tupãmba'ejára,limosneras,limosnero,N,C,F,P
tupãmba'ejára,limosnero,limosnero,N,C,M,S
tupãmba'ejára,limosneros,limosnero,N,C,M,P
tupãmba'ejára,pordiosera,pordiosero,N,C,F,S
tupãmba'ejára,pordioseras,pordiosero,N,C,F,P
tupãmba'ejára,pordiosero,pordiosero,N,C,M,S
tupãmba'ejára,pordioseros,pordiosero,N,C,M,P
tupão,iglesia,iglesia,N,C,F,S
tupão,iglesias,iglesia,N,C,F,P
tupão,templo,templo,N,C,M,S
tupão,templos,templo,N,C,M,P
turu,cuerno,cuerno,N,C,M,S
turu,cuernos,cuerno,N,C,M,P
turu,cometa,cometa,N,C,C,S
turu,cometas,cometa,N,C,C,P
turu,trompeta,trompeta,N,C,F,S
turu,trompetas,trompeta,N,C,F,P
turuñe'ẽ,silbido,silbido,N,C,M,S
turuñe'ẽ,silbidos,silbido,N,C,M,P
turuñe'ẽ,pitada,pitada,N,C,F,S
turuñe'ẽ,pitadas,pitada,N,C,F,P
turuñe'ẽha,silbato,silbato,N,C,M,S
turuñe'ẽha,silbatos,silbato,N,C,M,P
turuñe'ẽha,pito,pito,N,C,M,S
turuñe'ẽha,pitos,pito,N,C,M,P
tuvanga,padrastro,padrastro,N,C,M,S
tuvanga,padrastros,padrastro,N,C,M,P
tuvanga,padrino,padrino,N,C,M,S
tuvanga,padrinos,padrino,N,C,M,P
tuvicha,grandeza,grandeza,N,C,F,S
tuvicha,grandezas,grandeza,N,C,F,P
tuvicha,grandor,grandor,N,C,M,S
tuvicha,grandores,grandor,N,C,M,P
tuvicha,cacique,cacique,N,C,M,S
tuvicha,caciques,cacique,N,C,M,P
tuvicha,jefa,jefe,N,C,F,S
tuvicha,jefas,jefe,N,C,F,P
tuvicha,jefe,jefe,N,C,C,S
tuvicha,jefes,jefe,N,C,C,P
tuvichakue,grandor,grandor,N,C,M,S
tuvichakue,grandores,grandor,N,C,M,P
tu'ã,cima,cima,N,C,F,S
tu'ã,cimas,cima,N,C,F,P
tu'ã,cumbre,cumbre,N,C,F,S
tu'ã,cumbres,cumbre,N,C,F,P
tu'ã,cúspide,cúspide,N,C,F,S
tu'ã,cúspides,cúspide,N,C,F,P
tu'ã,copa,copa,N,C,F,S
tu'ã,copas,copa,N,C,F,P
tu'ã,tope,tope,N,C,M,S
tu'ã,topes,tope,N,C,M,P
tu'ã,meta,meta,N,C,F,S
tu'ã,metas,meta,N,C,F,P
tu'ã,pináculo,pináculo,N,C,M,S
tu'ã,pináculos,pináculo,N,C,M,P
tu'ĩ,cotorra,cotorra,N,C,F,S
tu'ĩ,cotorras,cotorra,N,C,F,P
tu'ũ,blandura,blandura,N,C,F,S
tu'ũ,blanduras,blandura,N,C,F,P
ty,orina,orina,N,C,F,S
ty,orinas,orina,N,C,F,P
ty,zumo,zumo,N,C,M,S
ty,zumos,zumo,N,C,M,P
tyakuã,olor,olor,N,C,M,S
tyakuã,olores,olor,N,C,M,P
tyakuã,fragancia,fragancia,N,C,F,S
tyakuã,fragancias,fragancia,N,C,F,P
tyakuã,tufo,tufo,N,C,M,S
tyakuã,tufos,tufo,N,C,M,P
tyakuã,pestilencia,pestilencia,N,C,F,S
tyakuã,pestilencias,pestilencia,N,C,F,P
tyakuãvu,fragancia,fragancia,N,C,F,S
tyakuãvu,fragancias,fragancia,N,C,F,P
tyakuãvu,perfume,perfume,N,C,M,S
tyakuãvu,perfumes,perfume,N,C,M,P
tyapu,ruido,ruido,N,C,M,S
tyapu,ruidos,ruido,N,C,M,P
tyapu,estrépito,estrépito,N,C,M,S
tyapu,estrépitos,estrépito,N,C,M,P
tyapu,alboroto,alboroto,N,C,M,S
tyapu,alborotos,alboroto,N,C,M,P
tyapu,estruendo,estruendo,N,C,M,S
tyapu,estruendos,estruendo,N,C,M,P
tyapu,zumbido,zumbido,N,C,M,S
tyapu,zumbidos,zumbido,N,C,M,P
tyarõ,maduración,maduración,N,C,F,S
tyarõ,maduraciones,maduración,N,C,F,P
tyarõ,maduraciónes,maduración,N,C,F,P
tye,vientre,vientre,N,C,M,S
tye,vientres,vientre,N,C,M,P
tye,panza,panza,N,C,F,S
tye,panzas,panza,N,C,F,P
tye,abdomen,abdomen,N,C,M,S
tye,abdómenes,abdomen,N,C,M,P
tye,vísceras,víscera,N,C,F,P
tye,intestino,intestino,N,C,M,S
tye,intestinos,intestino,N,C,M,P
tye,tripa,tripa,N,C,F,S
tye,tripas,tripa,N,C,F,P
tye,barriga,barriga,N,C,F,S
tye,barrigas,barriga,N,C,F,P
tye,panza,panza,N,C,F,S
tye,panzas,panza,N,C,F,P
tyeguasu,preñeces,preñez,N,C,F,P
tyeguasu,preñez,preñez,N,C,F,S
tyeguasu,embarazo,embarazo,N,C,M,S
tyeguasu,embarazos,embarazo,N,C,M,P
tyeguasu,gravideces,gravidez,N,C,F,P
tyeguasu,gravidez,gravidez,N,C,F,S
tyeguy,abdomen,abdomen,N,C,M,S
tyeguy,abdómenes,abdomen,N,C,M,P
tyeguy,pubis,pubis,N,C,M,N
tyeju,canaria,canario,N,C,F,S
tyeju,canarias,canario,N,C,F,P
tyeju,canario,canario,N,C,M,S
tyeju,canarios,canario,N,C,M,P
tyekue,víscera,víscera,N,C,F,S
tyekue,vísceras,víscera,N,C,F,P
tyekue,intestino,intestino,N,C,M,S
tyekue,intestinos,intestino,N,C,M,P
tyekue,tripa,tripa,N,C,F,S
tyekue,tripas,tripa,N,C,F,P
tyekuesẽ,hernia,hernia,N,C,F,S
tyekuesẽ,hernias,hernia,N,C,F,P
tyepore'ỹ,abdomen,abdomen,N,C,M,S
tyepore'ỹ,abdómenes,abdomen,N,C,M,P
tyepy,entraña,entraña,N,C,F,S
tyepy,entrañas,entraña,N,C,F,P
tyeraso,tenia,tenia,N,C,F,S
tyeraso,tenias,tenia,N,C,F,P
tyeraso,solitaria,solitaria,N,C,F,S
tyeraso,solitarias,solitaria,N,C,F,P
tyeraso,verme,verme,N,C,M,S
tyeraso,vermes,verme,N,C,M,P
tyerasy,cólico,cólico,N,C,M,S
tyerasy,cólicos,cólico,N,C,M,P
tyeruguy,disentería,disentería,N,C,F,S
tyeruguy,disenterías,disentería,N,C,F,P
tyevu,flatulencia,flatulencia,N,C,F,S
tyevu,flatulencias,flatulencia,N,C,F,P
tyeñe'ẽ,meteorismo,meteorismo,N,C,M,S
tyeñe'ẽ,meteorismos,meteorismo,N,C,M,P
tyguatã,saciedad,saciedad,N,C,F,S
tyguatã,saciedades,saciedad,N,C,F,P
tyguatã,hartura,hartura,N,C,F,S
tyguatã,harturas,hartura,N,C,F,P
tyguatã,satisfacción,satisfacción,N,C,F,S
tyguatã,satisfacciones,satisfacción,N,C,F,P
tyjúi,espuma,espuma,N,C,F,S
tyjúi,espumas,espuma,N,C,F,P
tyjúi,burbuja,burbuja,N,C,F,S
tyjúi,burbujas,burbuja,N,C,F,P
tyku,fluideces,fluidez,N,C,F,P
tyku,fluidez,fluidez,N,C,F,S
tykue,jugo,jugo,N,C,M,S
tykue,jugos,jugo,N,C,M,P
tykue,zumo,zumo,N,C,M,S
tykue,zumos,zumo,N,C,M,P
tykue,líquida,líquido,N,C,F,S
tykue,líquidas,líquido,N,C,F,P
tykue,líquido,líquido,N,C,M,S
tykue,líquidos,líquido,N,C,M,P
tykue,humedad,humedad,N,C,F,S
tykue,humedades,humedad,N,C,F,P
tyky,gota,gota,N,C,F,S
tyky,gotas,gota,N,C,F,P
tykyre,gota,gota,N,C,F,S
tykyre,gotas,gota,N,C,F,P
tymba,animal,animal,N,C,M,S
tymba,animales,animal,N,C,M,P
tymba,ganado,ganado,N,C,M,S
tymba,ganados,ganado,N,C,M,P
tymba'api,caza,caza,N,C,C,S
tymba'api,cazas,caza,N,C,C,P
tymba'apiha,cazador,cazador,N,C,M,S
tymba'apiha,cazadora,cazador,N,C,F,S
tymba'apiha,cazadoras,cazador,N,C,F,P
tymba'apiha,cazadores,cazador,N,C,M,P
typa,mengua,mengua,N,C,F,S
typa,menguas,mengua,N,C,F,P
typy,hondura,hondura,N,C,F,S
typy,honduras,hondura,N,C,F,P
typy,profundidad,profundidad,N,C,F,S
typy,profundidades,profundidad,N,C,F,P
typycha,escoba,escoba,N,C,F,S
typycha,escobas,escoba,N,C,F,P
typy'a,coagulación,coagulación,N,C,F,S
typy'a,coagulaciones,coagulación,N,C,F,P
typy'a,coágulo,coágulo,N,C,M,S
typy'a,coágulos,coágulo,N,C,M,P
typy'a,solidificación,solidificación,N,C,F,S
typy'a,solidificaciones,solidificación,N,C,F,P
typy'ũ,espesura,espesura,N,C,F,S
typy'ũ,espesuras,espesura,N,C,F,P
typói,blusa,blusa,N,C,F,S
typói,blusas,blusa,N,C,F,P
typói,túnica,túnica,N,C,F,S
typói,túnicas,túnica,N,C,F,P
typýi,riego,riego,N,C,M,S
typýi,riegos,riego,N,C,M,P
typýi,rociadura,rociadura,N,C,F,S
typýi,rociaduras,rociadura,N,C,F,P
tyrape,uretra,uretra,N,C,F,S
tyrape,uretras,uretra,N,C,F,P
tyre'ỹ,orfandad,orfandad,N,C,F,S
tyre'ỹ,orfandades,orfandad,N,C,F,P
tyru,vasija,vasija,N,C,F,S
tyru,vasijas,vasija,N,C,F,P
tyru,recipiente,recipiente,N,C,M,S
tyru,recipientes,recipiente,N,C,M,P
tyru,funda,funda,N,C,F,S
tyru,fundas,funda,N,C,F,P
tyru,vaina,vaina,N,C,F,S
tyru,vainas,vaina,N,C,F,P
tyryru,vejiga,vejiga,N,C,F,S
tyryru,vejigas,vejiga,N,C,F,P
tysýi,hilera,hilera,N,C,F,S
tysýi,hileras,hilera,N,C,F,P
tysýi,fila,fila,N,C,F,S
tysýi,filas,fila,N,C,F,P
tysýi,línea,línea,N,C,F,S
tysýi,líneas,línea,N,C,F,P
tysýi,serie,serie,N,C,F,S
tysýi,series,serie,N,C,F,P
tysýi,sucesión,sucesión,N,C,F,S
tysýi,sucesiones,sucesión,N,C,F,P
tysýi,lista,lista,N,C,F,S
tysýi,listas,lista,N,C,F,P
tytýi,latido,latido,N,C,M,S
tytýi,latidos,latido,N,C,M,P
tytýi,pulsación,pulsación,N,C,F,S
tytýi,pulsaciones,pulsación,N,C,F,P
tyvatã,hartura,hartura,N,C,F,S
tyvatã,harturas,hartura,N,C,F,P
tyvi,hebra,hebra,N,C,F,S
tyvi,hebras,hebra,N,C,F,P
tyvi,fibra,fibra,N,C,F,S
tyvi,fibras,fibra,N,C,F,P
tyvi,filamento,filamento,N,C,M,S
tyvi,filamentos,filamento,N,C,M,P
tyvy,sepultura,sepultura,N,C,F,S
tyvy,sepulturas,sepultura,N,C,F,P
tyvy,sepulcro,sepulcro,N,C,M,S
tyvy,sepulcros,sepulcro,N,C,M,P
tyvy,tumba,tumba,N,C,F,S
tyvy,tumbas,tumba,N,C,F,P
tyvy,fosa,fosa,N,C,F,S
tyvy,fosas,fosa,N,C,F,P
tyvyo,cementerio,cementerio,N,C,M,S
tyvyo,cementerios,cementerio,N,C,M,P
tyvyo,camposanto,camposanto,N,C,M,S
tyvyo,camposantos,camposanto,N,C,M,P
tyvyta,ceja,ceja,N,C,F,S
tyvyta,cejas,ceja,N,C,F,P
tyvyty,cementerio,cementerio,N,C,M,S
tyvyty,cementerios,cementerio,N,C,M,P
ty'ái,transpiración,transpiración,N,C,F,S
ty'ái,transpiraciones,transpiración,N,C,F,P
ty'ái,sudor,sudor,N,C,M,S
ty'ái,sudores,sudor,N,C,M,P
ty'ãi,gancho,gancho,N,C,M,S
ty'ãi,ganchos,gancho,N,C,M,P
ty'ãi,garfio,garfio,N,C,M,S
ty'ãi,garfios,garfio,N,C,M,P
táva,pueblo,pueblo,N,C,M,S
táva,pueblos,pueblo,N,C,M,P
táva,aldea,aldea,N,C,F,S
táva,aldeas,aldea,N,C,F,P
táva,villa,villa,N,C,F,S
táva,villas,villa,N,C,F,P
táva,población,población,N,C,F,S
táva,poblaciones,población,N,C,F,P
táva,poblado,poblado,N,C,M,S
táva,poblados,poblado,N,C,M,P
táva,localidad,localidad,N,C,F,S
táva,localidades,localidad,N,C,F,P
tãi,diente,diente,N,C,M,S
tãi,dientes,diente,N,C,M,P
tãi,muela,muela,N,C,F,S
tãi,muelas,muela,N,C,F,P
tãimbore,mordedura,mordedura,N,C,F,S
tãimbore,mordeduras,mordedura,N,C,F,P
tãimbore,mordisco,mordisco,N,C,M,S
tãimbore,mordiscos,mordisco,N,C,M,P
tãimbore,dentellada,dentellada,N,C,F,S
tãimbore,dentelladas,dentellada,N,C,F,P
tãimbu,hambre,hambre,N,C,F,S
tãimbu,hambres,hambre,N,C,F,P
tãimbuku,colmillo,colmillo,N,C,M,S
tãimbuku,colmillos,colmillo,N,C,M,P
tãimbíra,encía,encía,N,C,F,S
tãimbíra,encías,encía,N,C,F,P
téra,nombre,nombre,N,C,M,S
téra,nombres,nombre,N,C,M,P
túke,coscorrón,coscorrón,N,C,M,S
túke,coscorrones,coscorrón,N,C,M,P
túna,cactus,cactus,N,C,M,N
túva,padre,padre,N,C,M,S
túva,padres,padre,N,C,M,P
túva,progenitor,progenitor,N,C,M,S
túva,progenitora,progenitor,N,C,F,S
túva,progenitoras,progenitor,N,C,F,P
túva,progenitores,progenitor,N,C,M,P
túva,papá,papá,N,C,M,S
túva,papás,papá,N,C,M,P
týra,pan,pan,N,C,M,S
týra,panes,pan,N,C,M,P
týra,mandioca,mandioca,N,C,F,S
týra,mandiocas,mandioca,N,C,F,P
tĩ,narices,nariz,N,C,F,P
tĩ,nariz,nariz,N,C,F,S
tĩ,pico,pico,N,C,M,S
tĩ,picos,pico,N,C,M,P
tĩ,hocico,hocico,N,C,M,S
tĩ,hocicos,hocico,N,C,M,P
tĩ,punta,punta,N,C,F,S
tĩ,puntas,punta,N,C,F,P
tĩ,extremo,extremo,N,C,M,S
tĩ,extremos,extremo,N,C,M,P
tĩcha'ĩ,mueca,mueca,N,C,F,S
tĩcha'ĩ,muecas,mueca,N,C,F,P
tĩgua'a,gorgojo,gorgojo,N,C,M,S
tĩgua'a,gorgojos,gorgojo,N,C,M,P
tĩgua'a,pulgón,pulgón,N,C,M,S
tĩgua'a,pulgones,pulgón,N,C,M,P
tĩgua'a,carcoma,carcoma,N,C,F,S
tĩgua'a,carcomas,carcoma,N,C,F,P
tĩmbe,chata,chato,N,C,F,S
tĩmbe,chatas,chato,N,C,F,P
tĩmbe,chato,chato,N,C,M,S
tĩmbe,chatos,chato,N,C,M,P
tĩmbu,ronquido,ronquido,N,C,M,S
tĩmbu,ronquidos,ronquido,N,C,M,P
tĩmbu,resoplido,resoplido,N,C,M,S
tĩmbu,resoplidos,resoplido,N,C,M,P
tĩmbu,bufido,bufido,N,C,M,S
tĩmbu,bufidos,bufido,N,C,M,P
tĩpa'ã,resfrío,resfrío,N,C,M,S
tĩpa'ã,resfríos,resfrío,N,C,M,P
tĩsyry,moco,moco,N,C,M,S
tĩsyry,mocos,moco,N,C,M,P
tĩsyry,resfrío,resfrío,N,C,M,S
tĩsyry,resfríos,resfrío,N,C,M,P
tĩsyry,catarro,catarro,N,C,M,S
tĩsyry,catarros,catarro,N,C,M,P
tĩ'atã,altanería,altanería,N,C,F,S
tĩ'atã,altanerías,altanería,N,C,F,P
tĩ'atã,engreimiento,engreimiento,N,C,M,S
tĩ'atã,engreimientos,engreimiento,N,C,M,P
tĩ'atã,soberbia,soberbia,N,C,F,S
tĩ'atã,soberbias,soberbia,N,C,F,P
tĩ'atã,desfachateces,desfachatez,N,C,F,P
tĩ'atã,desfachatez,desfachatez,N,C,F,S
tĩ'atã,orgullo,orgullo,N,C,M,S
tĩ'atã,orgullos,orgullo,N,C,M,P
tũ,pique,pique,N,C,M,S
tũ,piques,pique,N,C,M,P
tũ,nigua,nigua,N,C,F,S
tũ,niguas,nigua,N,C,F,P
uha,comedor,comedor,N,C,M,S
uha,comedores,comedor,N,C,M,P
uhéi,sed,sed,N,C,F,S
uperiregua,continuación,continuación,N,C,F,S
uperiregua,continuaciones,continuación,N,C,F,P
"upy,_upyrã",comida,comida,N,C,F,S
"upy,_upyrã",comidas,comida,N,C,F,P
"upy,_upyrã",comestibles,comestibles,N,C,M,P
"upy,_upyrã",víveres,víveres,N,C,M,P
uru,cabecilla,cabecilla,N,C,C,S
uru,cabecillas,cabecilla,N,C,C,P
uru,capataces,capataz,N,C,C,P
uru,capataz,capataz,N,C,C,S
uru,jefa,jefe,N,C,F,S
uru,jefas,jefe,N,C,F,P
uru,jefe,jefe,N,C,C,S
uru,jefes,jefe,N,C,C,P
urukure'a,mochuelo,mochuelo,N,C,M,S
urukure'a,mochuelos,mochuelo,N,C,M,P
urukure'a,lechuza,lechuza,N,C,F,S
urukure'a,lechuzas,lechuza,N,C,F,P
urukure'a,búho,búho,N,C,M,S
urukure'a,búhos,búho,N,C,M,P
urumbe,cacto,cacto,N,C,M,S
urumbe,cactos,cacto,N,C,M,P
urumbe,tuna,tuna,N,C,F,S
urumbe,tunas,tuna,N,C,F,P
urunde'y,quebracho,quebracho,N,C,M,S
urunde'y,quebrachos,quebracho,N,C,M,P
urupe,hongo,hongo,N,C,M,S
urupe,hongos,hongo,N,C,M,P
urupe,seta,seta,N,C,F,S
urupe,setas,seta,N,C,F,P
use,apetito,apetito,N,C,M,S
use,apetitos,apetito,N,C,M,P
use,hambre,hambre,N,C,F,S
use,hambres,hambre,N,C,F,P
u'i,sobriedad,sobriedad,N,C,F,S
u'i,sobriedades,sobriedad,N,C,F,P
va,mudanza,mudanza,N,C,F,S
va,mudanzas,mudanza,N,C,F,P
vaiha,mal,mal,N,C,M,S
vaiha,males,mal,N,C,M,P
vaikue,fealdad,fealdad,N,C,F,S
vaikue,fealdades,fealdad,N,C,F,P
vakachi,piña,piña,N,C,F,S
vakachi,piñas,piña,N,C,F,P
vakachi,ananás,ananás,N,C,M,N
vakachi,ananases,ananás,N,C,M,P
vare'a,apetito,apetito,N,C,M,S
vare'a,apetitos,apetito,N,C,M,P
vare'a,hambre,hambre,N,C,F,S
vare'a,hambres,hambre,N,C,F,P
vava,oscilación,oscilación,N,C,F,S
vava,oscilaciones,oscilación,N,C,F,P
vava,balanceo,balanceo,N,C,M,S
vava,balanceos,balanceo,N,C,M,P
vera,brillo,brillo,N,C,M,S
vera,brillos,brillo,N,C,M,P
vera,lustre,lustre,N,C,M,S
vera,lustres,lustre,N,C,M,P
vera,fulgor,fulgor,N,C,M,S
vera,fulgores,fulgor,N,C,M,P
vera,resplandor,resplandor,N,C,M,S
vera,resplandores,resplandor,N,C,M,P
vera,destello,destello,N,C,M,S
vera,destellos,destello,N,C,M,P
veve,vuelo,vuelo,N,C,M,S
veve,vuelos,vuelo,N,C,M,P
vevikue,pulmón,pulmón,N,C,M,S
vevikue,pulmones,pulmón,N,C,M,P
virume'ẽ,desembolso,desembolso,N,C,M,S
virume'ẽ,desembolsos,desembolso,N,C,M,P
vo,pedazo,pedazo,N,C,M,S
vo,pedazos,pedazo,N,C,M,P
vo,sección,sección,N,C,F,S
vo,secciones,sección,N,C,F,P
vo,tajada,tajada,N,C,F,S
vo,tajadas,tajada,N,C,F,P
vo,parte,parte,N,C,C,S
vo,partes,parte,N,C,C,P
voko,cartera,cartera,N,C,F,S
voko,cartera,cartero,N,C,F,S
voko,carteras,cartera,N,C,F,P
voko,bolsón,bolsón,N,C,M,S
voko,bolsones,bolsón,N,C,M,P
vore,pedazo,pedazo,N,C,M,S
vore,pedazos,pedazo,N,C,M,P
vore,trozo,trozo,N,C,M,S
vore,trozos,trozo,N,C,M,P
vore,tajada,tajada,N,C,F,S
vore,tajadas,tajada,N,C,F,P
vore,rebanada,rebanada,N,C,F,S
vore,rebanadas,rebanada,N,C,F,P
vore,rodaja,rodaja,N,C,F,S
vore,rodajas,rodaja,N,C,F,P
vore,segmento,segmento,N,C,M,S
vore,segmentos,segmento,N,C,M,P
vore,fracción,fracción,N,C,F,S
vore,fracciones,fracción,N,C,F,P
vovo,puente,puente,N,C,M,S
vovo,puentes,puente,N,C,M,P
vuruháka,valija,valija,N,C,F,S
vuruháka,valijas,valija,N,C,F,P
vuruháka,maleta,maleta,N,C,F,S
vuruháka,maletas,maleta,N,C,F,P
vyrorei,tontería,tontería,N,C,F,S
vyrorei,tonterías,tontería,N,C,F,P
vyrorei,insignificancia,insignificancia,N,C,F,S
vyrorei,insignificancias,insignificancia,N,C,F,P
vyrorei,pequeñeces,pequeñez,N,C,F,P
vyrorei,pequeñez,pequeñez,N,C,F,S
vyrorei,pavada,pavada,N,C,F,S
vyrorei,pavadas,pavada,N,C,F,P
vyvypy,costura,costura,N,C,F,S
vyvypy,costuras,costura,N,C,F,P
vy'a,alegría,alegría,N,C,F,S
vy'a,alegrías,alegría,N,C,F,P
vy'a,gozo,gozo,N,C,M,S
vy'a,gozos,gozo,N,C,M,P
vy'a,placer,placer,N,C,M,S
vy'a,placeres,placer,N,C,M,P
vy'a,dicha,dicha,N,C,F,S
vy'a,dichas,dicha,N,C,F,P
vy'a,regocijo,regocijo,N,C,M,S
vy'a,regocijos,regocijo,N,C,M,P
vy'a,júbilo,júbilo,N,C,M,S
vy'a,júbilos,júbilo,N,C,M,P
vy'a,bienestar,bienestar,N,C,M,S
vy'a,bienestares,bienestar,N,C,M,P
vy'a,satisfacción,satisfacción,N,C,F,S
vy'a,satisfacciones,satisfacción,N,C,F,P
vy'aha,recreación,recreación,N,C,F,S
