las reservas , ñongatupykuéra
y ,ha
festejos ,festejos
son ,pu
de ,de
rigor ,rigor
y ,ha
nos ,nos
un lifting metodológico ,un lifting metodológico
las formas , ta'angakuéra
parece ,ohi'ã *
de ,de
rigor ,rigor
pero ,jepéramo
en el fondo , rugua _pe
el fondo no hay , guy noĩri *
lo ,lo
de ,de
años ,arajerekuéra
fue ,ohokuri *
y ,ha
violada ,violada
dos ,dos
hombres ,avakuéra
de ,de
ante ,ante
la ,la
cercano ,cercano
a la playa nudista , rembe'y nudista _pe
de ,de
por la noche , pyhare rehe
votos ,poravokuéra
frente ,syva
los ,los
por su rival ,i_ javeve _re
ofreció ,oropojáikuri *
negó ,ombotovekuri *
trato ,mongeta
duro ,tukumbo
de su rival ,i_ javeve _gui
de ,de
logró ,logró
ayer ,ayer
sobre ,sobre
en el tercer partido , ñembosarái tercer _pe
de ,de
de ,de
ascenso ,ascenso
y ,ha
la ,la
no milita ,no milita
hace ,omba'apo *
más ,más
de ,de
años ,arajerekuéra
marcó ,omoha'angakuri *
medio ,mbytere
de ,de
y ,ha
suma ,suma
puntos ,puntos
de ,de
y ,ha
uno ,ambojuapy *
de ,de
y ,ha
de ,de
de ,de
reflexión ,py'angata
y ,ha
no ,no
y ,ha
son ,pu
dos ,dos
excepciones ,sapy'amiguakuéra
con la realidad , añetegua _ndi
de ,de
la audiencia , temirendu
está ,oime *
haciendo ,haciendo
daño a la cultura teatral ,ambyai *  arandu teatral _pe
particular ,particular
y ,ha
apunta ,apunta
una programación ,una programación
última ,última
instancia ,instancia
busca ,busca
y ,ha
hay ,oime *
presencias ,presencias
discutibles ,discutibles
los ,los
de ,de
pero ,jepéramo
no ,no
lo ,lo
parece la filosofía de este teatro público ,ohi'ã *  kuaapavẽ ko tekochauka ojekuaáva _gui
mueve ,omongu'e *
títulos ,títulos
para la reflexión ,ojoko *  py'angata
y ,ha
jóvenes ,peky
creadores ,creadores
hacen de el riesgo ,ojapo *  kyhyjerã _gui
un elemento propio ,un elemento tee
el futuro jefe , mburuvicha upeigua
de ,de
italiano ,italiano
y ,ha
el hombre , kuimba'e
más ,más
rico ,mba'eheta
de el país , tetã _gui
gastó ,gastó
más ,más
de ,de
millones ,millones
de ,de
pesetas ,pesetas
de ,de
mayo ,mayo
argentino ,kurepi
depositó ,depositó
ayer ,ayer
el dinero , pirapire
para el pago ,opyta *  mbopopegua
de ,de
salario a los empleados ,salario  tembiguáikuéra _pe
de ,de
lo ,lo
puede ,okuaa *
de ,de
negociación ,negociación
para ,ojoko *
de ,de
millones ,millones
de ,de
dólares ,dólares
millones ,millones
de ,de
pesetas ,pesetas
para ,omombyta *
de el mes , jasy _gui
de ,de
abril ,abril
más ,más
reacio ,reacio
de ,de
saneamiento ,ñemohesãi
la ,la
de ,de
los ,los
sindicatos ,sindicatos
y ,ha
reanudaron las reuniones ,reanudaron  ñemono'õnguéra
mantuvieron en los últimos días ,orekokuri *  árakuéra últimos _pe
para ,omombyta *
si ,si
la ,la
controla ambas compañías ,controla ambas compañías
de ,de
millones ,millones
de ,de
dólares ,dólares
millones ,millones
de ,de
pesetas ,pesetas
y ,ha
cambios ,jevakuéra
y ,ha
salariales ,salariales
de los empleados , tembiguáikuéra _gua
sindicatos ,sindicatos
no han ,noimei *
son ,pu
y ,ha
de ,de
español ,español
explicó ,omohesakãkuri *
ayer ,ayer
de ,de
propone ,propone
la ,la
puede ,oikatu *
en el futuro , tenondegua _pe
de ,de
es ,oha'e *
de ,de
dramática ,dramática
emergencia ,emergencia
de ,de
argentino ,kurepi
la ,la
comprometió ,oporoapytĩkuri *
una nueva aportación ,una aportación pyahu
de ,de
capital ,capital
de ,de
millones ,millones
de ,de
dólares ,dólares
millones ,millones
de ,de
pesetas ,pesetas
bajo el compromiso ,aguejy *  poroapytĩ
de ,de
van ,oho *
de ,de
los ,los
compañeros ,angírũnguéra
en la calle , guataha _pe
han ,oime *
más ,más
duros ,tukumbo
como ,añemboapyte *
era ,ára
de ,de
aerolíneas ,aerolíneas
fue ,oha'ekuri *
principios ,ñepyrũnguéra
de ,de
los ,los
más ,más
de ,de
de ,de
de ,de
millones ,millones
de ,de
dólares ,dólares
preservó ,oñongatukuri *
de las acciones , tembiapokuéra _gui
y ,ha
su autoridad reguladora ,i_ mburuvicha reguladora
iberia ,iberia
quedó ,opytakuri *
aviones ,aviones
edificios ,ógakuéra
y ,ha
sobre ,sobre
todo ,todo
con las rutas nacionales , tapeatãnguéra nacionales ndive
e ,ha
internacionales ,internacionales
pero ,jepéramo
dice ,ho'yta *
incumplió ,incumplió
cláusulas ,cláusulas
claves ,claves
vendió ,oñemukuri *
y ,ha
los edificios , ógakuéra
y ,ha
los años , arajerekuéra
de ,de
millones ,millones
y ,ha
pérdidas ,jerokañynguéra
anuales ,anuales
cercanas ,cercanas
los ,los
millones ,millones
el grupo químico , aty químico
de ,de
y ,ha
de ,de
foto ,foto
responsable ,responsable
de la división regional , ñemboja'o regional _gua
de ,de
sur ,sur
y ,ha
vicepresidente ,vicepresidente
de ,de
permanecerá ,oĩt *
como ,añemboapyte *
gerente ,gerente
de el grupo , aty _gui
de ,de
meses ,jasykuéra
dijo ,ho'ytakuri *
ayer ,ayer
de los resultados , tembiapokuekuéra _gua
de el grupo , aty _gua
el hombre fuerte , karai pu'aka
será ,oha'et *
de ,de
presidente ,mburuvicha
anunció ,okuaaukakuri *
el grupo traslada su sede española , aty ombova * i_ tenda española
y ,ha
de ,de
inversiones ,inversiones
millones ,millones
para ,omombyta *
los ,los
próximos ,kyta'i
cinco ,cinco
años ,arajerekuéra
han ,oime *
aprobados ,aprobados
de ,de
deshidrogenación ,deshidrogenación
de ,de
propano ,propano
construye ,ojapo *
junto ,junto
y ,ha
pondrá ,omoĩt *
marcha ,jeguata
principios ,ypykuéra
de ,de
empleados ,tembiguáikuéra
de el grupo químico , aty químico _gua
lamentó ,orohasẽkuri *
coste ,coste
de los servicios , pytyvõnguéra _gui
energías ,energías
y ,ha
agua ,y
la capacidad competitiva , tembiapokuaa competitiva
de el grupo , aty _gua
de ,de
para ,opyta *
más ,más
soportan ,orokirirĩ *
ejemplo ,techauka
precisó ,okotevẽkuri *
la necesidad , tekotevẽ
de ,de
es la razón ,oha'e *  kuaaha
la ,la
ha ,oĩ *
para ,omombyta *
cabo ,apýra
junto ,junto
y ,ha
tenemos ,jareko *
es ,oha'e *
insuficiente ,insuficiente
dijo ,ho'ytakuri *
abril ,abril
de el año , arajere _gui
pasado ,pasado
mató a sus padres ,oporojukakuri * i_ pa'ikuéra _pe
y ,ha
a su hermana ,i_ joyke'y _pe
golpes ,petekuéra
de ,de
catana ,catana
de ,de
aceptó ,omboajekuri *
ayer ,ayer
pedida ,pedida
de ,de
años ,arajerekuéra
de ,de
internamiento ,internamiento
régimen ,régimen
y ,ha
años ,arajerekuéra
de ,de
libertad ,tekosã'ỹ
en una breve comparecencia ,una comparecencia mbyky _pe
puerta ,okẽ
cerrada ,cerrada
de ,de
de ,de
el adolescente , mitãrusu
de ,de
años ,arajerekuéra
reconoció los hechos ,okuaakuri *  jehupyrekuéra
y ,ha
conformó con la pena ,conformó  tekoasy ndive
lo ,lo
no fue ,ndohoikuri *
preciso ,preciso
el juicio , apytu'ũ
pedía ,ojeruremi *
penas ,tekoasykuéra
de ,de
años ,arajerekuéra
de ,de
internamiento ,internamiento
delitos ,teko'avykuéra
de ,de
asesinato ,jejuka
rebajó la petición a la vista de los informes psicológicos ,rebajó  jerure  techa _pe  marandukuéra psicológicos _gua
y ,ha
psiquiátricos ,psiquiátricos
las pruebas periciales , kuaara'ãnguéra periciales
coinciden ,oñe'ẽjoja *
lo ,lo
no puede ,ndokuaai *
ser ,ser
responsable ,responsable
esos informes ,umi marandukuéra
y ,ha
los ,los
de ,de
dos ,dos
psiquiatras ,psiquiatras
de ,de
de ,de
recomiendan ,oporãnguereko *
tratado ,oñoñe'ẽ
de ,de
inmediato ,inmediato
régimen ,régimen
empezará en el centro educativo ,oñepyrũt *  puru'ã educativo _me
de ,de
encontraba ,ojohumi *
dijo ,ho'ytakuri *
recibió la sentencia ,oñuvaitĩkuri *  ñe'enga
alivio ,jora
porque ,ajeve
de ,de
no ,no
a la conformidad , mboaje _pe
podría ,podría
haber ,haber
pasado ,pasado
el fiscal jefe , tendota fiscal
de ,de
de ,de
y ,ha
menores ,michĩve
calificaron el acuerdo ,calificaron  oñoñe'ẽ
de ,de
solución ,ry
jurídica ,jurídica
más ,más
correcta ,oikoporãva
y ,ha
lo ,lo
para el chico ,omombyta *  mitã'i
rabadán ,rabadán
mató a sus padres ,ojukakuri * i_ rukuéra _pe
y ,ha
su hermana ,i_ joyke'y
de ,de
en la madrugada , ko'ẽ _me
de ,de
de ,de
abril ,abril
de ,de
arma ,pojoapy
homicida ,homicida
fue una catana ,oha'ekuri * una catana
espada ,espada
de ,de
samurai ,samurai
el padre , ru
había ,oĩmi *
y ,ha
los ,los
asestó ,asestó
numerosos ,numerosos
golpes ,mbotakuéra
familiares ,familiares
el muchacho fue , karia'y oha'ekuri *
detenido ,detenido
dos ,dos
días ,árakuéra
en la estación , pytaha _pe
de ,de
de ,de
destino ,poravi
monitores ,monitores
más ,más
declararán la próxima semana ,declararán  arapokõindy kyta'i
como ,añemboapyte *
testigos ,henduharekuéra
en la causa , ypy _pe
por las muertes , manokuéra rehe
de ,de
dos ,dos
de ,de
de ,de
hasta el momento , sapy'a peve
han ,oĩ *
como ,añemboapyte *
testigos ,henduharekuéra
monitores ,monitores
de ,de
gimnasia ,teteku'e
y ,ha
el dueño , karai
de la casa , ogapy _gua
de ,de
colonias ,colonias
de ,de
número ,número
de ,de
cursó ,cursó
ayer ,ayer
de ,de
los ,los
monitores ,monitores
y ,ha
los ,los
para ,ojoko *
una reconstrucción ,una reconstrucción
de los hechos , tembiasakuéra _gua
la próxima semana , arapokõindy kyta'i
fuentes ,ña'ẽmbekuéra
judiciales ,judiciales
la juez está a la espera , yvyrajára oiko *  ñeha'arõ _me
de ,de
estas declaraciones ,ã ñemombe'ukuéra
para ,opyta *
estudiaban los pequeños ,ojetavy'omi *  mitã'ikuéra
los padres , taitakuéra
de ,de
años ,arajerekuéra
y ,ha
de ,de
estudian ,ojetypeka *
acciones ,tembiapokuéra
legales ,legales
para ,omombyta *
posibles ,ikatúva
responsabilidades ,ariguakuéra
de ,de
de ,de
de ,de
y ,ha
concesionaria ,concesionaria
de la limpieza , ñemopotĩ _gui
de ,de
volvió ,ojevykuri *
de ,de
recortes ,ñekytĩnguéra
de ,de
prensa ,jopyha
y ,ha
los lavabos , mopotĩhakuéra
de ,de
esta vez ,ko jevy
prescindieron ,prescindieron
de ,de
el suelo , yvy
de ,de
líquidos ,líquidos
y ,ha
de ,de
huevos ,tupi'akuéra
contra ,contra
llenaron el recinto ,omoenyhẽkuri *  koty
de ,de
pegatinas ,pegatinas
reivindicativas ,reivindicativas
y ,ha
lanzaron ,oitykuri *
confeti ,confeti
y ,ha
serpentinas ,serpentinas
sostiene ,ojoko *
el paro fue , pytu'u ohokuri *
no apoya la protesta ,nombojekoi *  ñe'ẽnguru
redujo la participación ,omombykykuri *  marandu
fuentes ,yvukuéra
confirmaron ,omoañetekuri *
de ,de
personas ,tapichakuéra
encargadas ,ñangarekohakuéra
de ,de
fue ,ohokuri *
menor ,michĩve
de ,de
huelga ,huelga
denunció ,okuaaukakuri *
cebaron ,otykuakuri *
en los lavabos , mopotĩhakuéra _pe
fueron ,ohokuri *
los desagües , ysẽhakuéra
y ,ha
y ,ha
fueron ,ohokuri *
y ,ha
criticó ,okaguaikuri *
los policías , tahachikuéra
presenciaron todos los ,oma'ẽkuri * todos los
actos ,actos
vandálicos ,vandálicos
pero ,jepéramo
no intervinieron ,noñemoingeikuri *
lo ,lo
ante ,ante
de ,de
recogieron ,ojavo'okuri *
para ,omombyta *
y ,ha
constancia ,constancia
por su parte ,i_ pehẽngue _re
portavoz ,portavoz
de ,de
reclamó ,reclamó
la concesión , mba'eme'ẽ
si ,si
no cumple los compromisos ,nomboajei *  poroapytĩnguéra
de el servicio , pytyvõ _gui
y ,ha
los trabajadores , mba'apohakuéra
y ,ha
como ,akaru *
insistió ,otu'ukuri *
la ,la
protesta de los empleados ,ombohovái *  tembiguáikuéra _gui
de la limpieza , potĩngue _gua
no pretende ,ndorekosei *
sino ,sino
de los trabajadores , mba'apohárakuéra _gua
mantiene ,omongaru *
una nueva jornada ,una jornada pyahu
de ,de
de ,de
junio ,junio
para ,opyta *
de los pactos , ñe'ẽme'ẽnguéra _gua
y ,ha
a su puesto ,i_ koty'i _pe
los grupos , atykuéra
de ,de
y ,ha
en la oposición , ñembohovái _pe
han ,oĩ *
la nulidad , mba'everegua
de ,de
de ,de
telefonía ,telefonía
móvil ,móvil
autorizó ,autorizó
los partidos , ñembosaráikuéra
juntos ,juntos
han ,oime *
pedido ,tembijerure
un pleno extraordinario ,un pleno tapiagua'ỹ
concejal ,concejal
de ,de
de ,de
de ,de
y ,ha
máximo ,tuichaiteve
responsable ,responsable
de ,de
está ,oiko *
de ,de
las primeras informaciones apuntan , momarandukuéra primeras apuntan
existen ,oime *
documentos ,kuatiakuéra
indicios ,techaukahakuéra
de ,de
edil ,edil
independiente ,independiente
a el grupo , aty _pe
de ,de
habría ,habría
y ,ha
para ,opyta *
usos ,jepokuaakuéra
personales ,tee
millones ,millones
rige el centro médico ,osãmbyhy *  apytere médico
fuentes ,yvukuéra
conocedoras ,kuaaha
militante ,militante
de ,de
las ,las
de ,de
y ,ha
ocupó el tercer puesto de la lista ,ojokuáikuri *  koty'i tercer  tysýi _gua
organizará ,organizará
la ,la
pero ,jepéramo
de ,de
aplazamiento ,aplazamiento
anunció ,omomarandukuri *
ayer ,ayer
el presidente , mburuvicha
de ,de
la ,la
de ,de
de ,de
largas ,vuku
conversaciones ,mongetakuéra
y ,ha
una gran presión ,una presión gran
política ,política
de el país , tetã _gui
de el torneo , ñembohovái _gui
la ,la
de el torneo , ñembohovái _gui
y ,ha
el mantenimiento , ñemyatyrõ
de la sede , tenda _gui
a el presidente , mburuvicha _pe
de el país , tetã _gui
había ,oimemi *
asegurado ,asegurado
de ,de
torneo en su país ,amboapu'a * i_ tetã _me
no estaba ,noimeimi *
discusión ,discusión
el presidente , mburuvicha
de la federación colombiana , joaty colombiana _gui
declaró ,declaró
contento ,ovy'áva
y ,ha
feliz ,feliz
porque ,ajeve
no va ,ndohoi *
tanto ,tanto
ha ,oĩ *
el torneo , ñembohovái
debía ,debía
de ,de
de ,de
julio ,julio
tuvo ,oguerekokuri *
ser ,ser
raíz ,ypy
parte ,pesẽngue
de ,de
las ,las
de ,de
la ,la
de ,de
y ,ha
coordinador ,coordinador
de ,de
la ,la
liberado ,liberado
los representantes , tekoviakuéra
de ,de
y ,ha
habían ,oimemi *
reacción ,apojovái
solidaria ,solidaria
no ,no
la sede , tenda
las ,las
fechas de el torneo ,pembo'ára *  ñembohovái _gui
fijarán ,omombytat *
función ,función
de el calendario , arahechauka _gua
de ,de
la ,la
pero ,jepéramo
la ,la
baraja el mes ,baraja  jasy
de ,de
enero ,enero
de el año próximo , arajere kyta'i _gui
para ,opyta *
no ,no
la ,la
de ,de
disputará ,oñombohováit *
y ,ha
de ,de
de ,de
mayo ,mayo
de ,de
junio ,junio
dijo ,ho'ytakuri *
ayer ,ayer
de ,de
no será ,ndoha'eit *
fácil ,ndahasýi
rebaje ,rebaje
de ,de
millones ,millones
de ,de
pesetas ,pesetas
deberá ,deberá
si ,si
quiere ,oja'e *
la ,la
ser ,ser
elegido ,elegido
de ,de
espera ,ñeha'arõ
el club , klu
si ,si
pacta su vuelta ,oñoñyrõ * i_ ñekoni
la península , yvyakua
de ,de
y ,ha
cinco ,cinco
personas ,yvypórakuéra
han ,oĩ *
señales ,porekuéra
de ,de
mágico ,mágico
sucede ,ojehu *
juntas ,juntas
y ,ha
por el interior , ryepy rupi
de ,de
sí ,sí
mismos ,ae
a su destino ,i_ poravi _pe
el amor , mborayhu
cómo ,cómo
lleva ,ogueraha *
semanas ,arapokõindykuéra
de ,de
es ,oha'e *
balsa ,ygape
de ,de
piedra ,ita
por su parte ,i_ mboja'opy rehe
inicia estos días ,oñepyrũ * ã árakuéra
de ,de
lo ,lo
lápiz ,lápiz
de ,de
la ,la
escritores ,kuatiahaihárakuéra
ha ,oime *
es el turno de el cine ,oha'e *  ha  ta'angamýi _gua
de ,de
balsa ,itapa
de ,de
piedra ,ita
son ,pu
y ,ha
la dificultad , tesapara
la ,la
planteó ,planteó
pensé ,añanga'ukuri *
hermosa ,porã
y ,ha
difícil ,difícil
mismo ,ae
e ,ha
está ,oiko *
de las dificultades , mopa'ãhakuéra _gui
percibe los temblores de la tierra ,oñandú *  sysýikuéra  yvy _gui
opina ,opina
no falta ,ndoja'yverei *
nada ,nada
prepara ,ombosako'i *
para ,omombyta *
entender ,entender
consciente ,consciente
de ,de
no serán ,ndoha'eit *
iguales ,jojaha
los ,los
de ,de
credibilidad ,credibilidad
personajes ,personajes
de ,de
pensamiento ,apytu'ũroky
humilde ,tupe
y ,ha
lenguaje ,ñe'ẽ
requiere ,requiere
esfuerzo ,ñepyta'ã
reconoce ,okuaa *
es ,oha'e *
fácil ,ndahasýi
no ,no
tanto ,tanto
para ,omombyta *
cambio ,ñembyekovia
la dificultad no estriba , pa'ã noñepyta'ãi *
lo ,lo
onírico ,onírico
o ,térã
tendemos ,ñamosaingo *
las cosas , mba'ekuéra
y ,ha
nos ,nos
colocan ,okuapytĩ *
tiempos ,árakuéra
reflexivos ,reflexivos
nos ,nos
cuesta ,yvypu'ã
más ,más
advierte ,okuaauka *
y ,ha
encarnan ,encarnan
y ,ha
este ,kuarahysẽha
último ,último
de ,de
discoteca ,discoteca
escéptico ,escéptico
el amor acabará , tembiayhu omohu'ãt *
ha ,oime *
para ,opyta *
lamenta ,orombyasy *
de ,de
y ,ha
de ,de
espaldas ,atúakuéra
pero ,jepéramo
opina ,opina
el cine puede , ta'angamýi oikatu *
ser ,ser
los ,los
infante ,mitã
destaca la generosidad ,destaca  pojera
de ,de
no tiene ,ndorekoi *
nada ,nada
y ,ha
para ,opyta *
todos ,todos
subraya la sensibilidad ,subraya  ñeñandu
de ,de
veces ,jeykuéra
dice ,ho'yta *
buscó ,otypekakuri *
información ,momarandu
de ,de
no acostumbra ,ndopokuaai *
pone ,omohenda *
cara ,cara
y ,ha
creo ,aimo'ã *
han ,oime *
bromea ,oñembohory *
de ,de
es ,oha'e *
de ,de
millones ,millones
de ,de
pesetas ,pesetas
y ,ha
ha ,oime *
cabo ,yvyakua
y ,ha
el director gallego , ruvicha gallego
empieza ,oñepyrũ *
de ,de
lápiz ,lápiz
cuenta la historia ,opapa *  tembiasakue
de ,de
amor ,tembiayhu
de ,de
ideas ,ideas
republicanas ,republicanas
y ,ha
la hija , ta'ýra
de un contrabandista fascista ,un contrabandista fascista _gui
el estallido , mba'epu
de la guerra civil , ñorairõ civil _gui
es ,oha'e *
y ,ha
por el guardia , mañaha rehe
en la cárcel , pysy _pe
intenta ,oñepia'ã *
ayudado ,ayudado
de su fantasía ,i_ ñeimo'ã _gua
y ,ha
de los dibujos , ta'angakuéra _gui
llevan ,oraha *
ante ,ante
de ,de
fusilamiento ,fusilamiento
su destino queda ,i_ herunguã opyta *
manos ,avatisokakuéra
el reparto está , mboja'o oime *
encabezado ,encabezado
y ,ha
ha ,oime *
contado ,contado
de ,de
más ,más
de ,de
actores ,actores
los ,los
figuran ,figuran
y ,ha
el autor hace , apohára omba'apo *
definitivo ,opytaitéva
para el director ,opyta *  sãmbyhyha
van ,oho *
fue ,ohokuri *
dio ,ome'ẽkuri *
empujón ,muaña
definitivo ,opytaitéva
para ,opyta *
de el proyecto , jejapose _gua
dijo ,ho'ytakuri *
y ,ha
gallegos ,gallegos
relata ,omombe'u *
consciente ,consciente
de ,de
el libro es , kuatia oha'e *
mejor ,porãve
el director asegura , sãmbyhyha omyatã *
su objetivo es ,i_ jejaporã oha'e *
a la altura , yvatekue _pe
por su parte ,i_ vo rupi
porque ,ajeve
para ,omombyta *
cine ,ta'angamýi
y ,ha
literatura ,literatura
son ,pu
dos ,dos
ventanas ,rovetãnguéra
de ,de
ha ,oime *
idiomas ,ñe'ẽnguéra
y ,ha
lleva ,oraha *
más ,más
de ,de
ejemplares ,ejemplares
ha ,oime *
los ,los
y ,ha
de ,de
de ,de
millones ,millones
de ,de
pesetas ,pesetas
el presidente , mburuvicha
de ,de
la ,la
de ,de
ha ,oime *
de ,de
presidente ,mburuvicha
de ,de
la ,la
de ,de
la ,la
hace ,omba'apo *
días ,árakuéra
acordó ,acordó
decisión ,decisión
no aceptó ,nomboajeikuri *
y ,ha
trató ,oñemukuri *
de ,de
una nueva votación ,una votación pyahu
los animalistas españoles , karaiñe'ẽnguéra animalistas
venimos ,ñahua'ĩ *
maltrato de los animales ,ajahéi *  tymbakuéra _gua
hace ,omba'apo *
años ,arajerekuéra
pero ,jepéramo
no ,no
nos ,nos
toman ,ojapyhy *
cuenta ,cuenta
resultamos ,resultamos
molestos ,angekói
propuso ,propuso
sistemas ,sistemas
por el aire , pytu rehe
o ,térã
los insectos , moñáikuéra
el silencio fue la respuesta , kirirĩ ohokuri *  mbohovái
ocurre ,ojeiko *
lo ,lo
mismo ,ae
mazazos ,mazazos
tiros ,mbokapukuéra
cuenta el sufrimiento de el animal ,opapa *  tekoasy  tymba _gua
de su muerte ,i_ te'õ _gui
y ,ha
continuará ,continuará
si ,si
no cesa esta entrada masiva ,ndopiri * ko okẽ masiva
insostenible ,insostenible
son ,pu
conscientes ,conscientes
y ,ha
la ,la
de ,de
lo ,lo
principio ,ñepyrũ
presentó ,orukuri *
como una nueva economía ,akaru * una economía pyahu
productiva ,productiva
resulta ,resulta
destructiva ,destructiva
el medio ambiente , apyte ambiente
y ,ha
arruina ,arruina
pequeños ,mini
empresarios ,empresarios
ganaderos ,ganaderos
echa ,omombo *
de ,de
los ,los
sí ,sí
el dinero , pirapire
pasa ,pasa
cobra ,cobra
la verdad es , añete oha'e *
no ganamos ,no ganamos
somos ,roha'e *
actuamos ,romba'apokuri *
sitios ,ñemongorakuéra
pequeños ,ra'y
y ,ha
hay ,oime *
viajes ,guatakuéra
hoteles ,hoteles
comida ,upyrã
pero ,jepéramo
lo ,lo
hacemos por el placer ,romba'apo *  angapyhy rehe
dejé ,dejé
los ,los
porque ,ajeve
aspiraba ,opotami *
motivaciones ,motivaciones
diferentes ,ojuavýva
a el dinero , pirapire _pe
no quería ,ndopotaimi *
y ,ha
era ,ára
llevaba ,orahami *
años ,arajerekuéra
y ,ha
en mi nuevo grupo ,che aty pyahu _pe
toco ,añatõi *
jazz ,jazz
blues ,blues
gospel ,gospel
rockabilly ,rockabilly
reggae ,reggae
country ,country
pop ,pop
y ,ha
no tardamos ,ndajaareikuri *
dos ,dos
años ,arajerekuéra
días ,árakuéra
grabamos ,ñamoha'angakuri *
las ,las
canciones ,guahukuéra
de ,de
con el público , temirendu ndive
eres un pequeño punto en el horizonte ,peha'e * un punto chu'i  arapaha _pe
el público , henduhára
apenas ,pepy'apy *
luchamos ,roñeha'ãkuri *
contra ,contra
si ,si
hay un fan ,oĩ * un fan
de ,de
o ,térã
de ,de
o ,térã
de ,de
puede ,opojái *
dos ,dos
metros ,ta'ãhakuéra
de ,de
hacemos ,romba'apo *
música ,música
de ,de
raíces ,rapokuéra
clubs ,klukuéra
pequeños ,michĩ
no ,no
el negocio empezó , ñemu oñepyrũkuri *
los jóvenes , karia'ykuéra
de ,de
hoy ,ko'ára
tocan ,oháma *
para ,ojoko *
dinero ,pirapire
y ,ha
ser ,ser
famosos ,famosos
pero ,jepéramo
funciona ,oguata *
es ,oha'e *
increíble ,guerovia'ỹ
lo ,lo
nos ,nos
está ,oĩ *
no están ,noĩri *
de ,de
moda ,moda
no ,no
nos ,nos
no tocamos ,norohámaikuri *
estadios ,estadios
y ,ha
embargo ,embargo
somos ,roha'e *
número ,número
uno en las listas británicas ,añopẽ *  tysýikuéra británicas _pe
de ,de
jazz ,jazz
y ,ha
blues ,blues
y ,ha
la gente , mbya
nos ,nos
despide ,despide
minutos ,minutos
de ,de
aplausos ,jepopetekuéra
creo ,aimo'ã *
notan ,notan
ponemos ,ñamohenda *
amor ,tayhu
de ,de
hoy ,ko'ára
día ,ára
tocan ,ojavyky *
directo ,directo
ponen ,omohenda *
cosas ,mba'ekuéra
y ,ha
los chicos pagan , mitã'ikuéra omyengovia *
ver ,ver
no ,no
lo ,lo
entiendo ,akumby *
esa postura ,ku ñemoĩ
parece ,ohi'ã *
ha ,oĩ *
conservador ,conservador
conservador ,conservador
no sé ,no sé
si ,si
ser ,ser
más ,más
normal ,normal
soy ,aha'e *
más ,más
conservador ,conservador
mi vida ,che tembiasa
ha ,oĩ *
de esta entrevista ,ko ñomongeta _gua
iré ,ahat *
colegio a mi hija ,colegio che ta'ýra _pe
de ,de
años ,arajerekuéra
su madre está ,i_ sy oĩ *
en nuestra casa ,ñande ogapy _pe
de ,de
mis ,mis
dos ,dos
hijas ,ta'ýrakuéra
de ,de
y ,ha
años ,arajerekuéra
así ,ajapyhykuri *
recogeré a mi pequeña ,ajavo'ot * che mitã'i _pe
iremos ,jahat *
o ,térã
de ,de
comer ,comer
a los patos , ypekuéra _pe
da ,ombojára *
más ,más
felicidad ,py'aguapy
o ,térã
de ,de
oro ,itaju
de ,de
los ,los
es ,oha'e *
así ,ajapyhykuri *
fuimos ,rohokuri *
los ,los
más ,más
reservados ,reservados
los ,los
locos ,tavy
yace ,oñeno *
su relación ,i_ jokuaa
con una menor ,una menor _ndi
de ,de
la verdad es , añete oha'e *
si ,si
esa etapa ,ku ararasa
de mi vida ,che tekove _gui
lo ,lo
haría ,haría
pero ,jepéramo
hijas ,ta'ýrakuéra
preciosas ,porãite
y ,ha
todo ,todo
queda ,queda
atravieso la mejor época de mi vida ,atravieso  ára porãve che tembiasa _gua
llena ,chovi
de ,de
amor ,mborayhu
y ,ha
de ,de
proyectos ,ñeimo'ãnguéra
necesito ,akotevẽ *
paz ,akãguapy
y ,ha
comodidad ,comodidad
y ,ha
no ,no
importa ,importa
crea ,ojapo *
responsabilidades ,ariguakuéra
implica ,implica
conservador ,conservador
es ,oha'e *
mejor ,porãve
y ,ha
el peor recuerdo , anga'u vaive
tiene ,oguereko *
de ,de
los ,los
mejor ,porãve
es el día ,oha'e *  ára
los ,los
dejé ,dejé
porque ,ajeve
y ,ha
peor ,vaive
de ,de
claro ,satĩ
estoy ,aĩ *
orgulloso ,jejapo
de ,de
haber ,haber
pero ,jepéramo
la verdad es , añetegua oha'e *
no ,no
importaría ,importaría
de ,de
nuevo ,pyahu
y ,ha
ser ,ser
de un museo ,un museo _gua
o ,térã
bibliotecario ,bibliotecario
o ,térã
historiador ,historiador
o ,térã
investigador ,investigador
habría ,habría
pero ,jepéramo
más ,más
feliz ,feliz
sabe ,sabe
lo ,lo
dijo ,ho'ytakuri *
preguntaron ,oporandukuri *
querido ,ñembokiha
ser ,ser
si ,si
de ,de
nuevo ,pyahu
fontanero ,fontanero
fontanero ,fontanero
fontanero ,fontanero
no ,no
pero ,jepéramo
fotógrafo ,fotógrafo
ejemplo ,techapyrã
no ,no
elige ,oporavo *
músico ,músico
tiene ,oguereko *
dinero ,pirapire
para ,omombyta *
ser ,ser
porque ,ajeve
hago ,amba'apo *
música ,música
libertad ,tekosã'ỹ
nada ,nada
como ,ajepy'ajoko *
principios ,ñepyrũnguéra
de los años , arajerekuéra _gui
llamado ,tenói
de ,de
ser ,ser
todo ,todo
era ,ára
sano ,kuera
pretensiones ,tembipotakuéra
lo ,lo
mismo ,ae
intento ,intento
junto ,junto
quiso ,opotakuri *
