las reservas , ñongatupykuéra
y ,ha
registran ,opovyvy *
fieros ,fieros
combates ,ñorairõnguéra
es una de ,oha'e * una de
las razones , kuaahakuéra
la ,la
el flujo , syry
de ,de
refugiados ,refugiados
ha ,oĩ *
en los últimos días , árakuéra últimos _pe
dijo ,ho'ytakuri *
un mundo ,un yvóra
machista ,machista
ha ,oĩ *
plan ,plan
vendaval ,vendaval
flamenco ,flamenco
fue una cosa ,ohokuri * una mba'e
de ,de
hombres ,avakuéra
es ,oha'e *
de ,de
todos ,todos
de ,de
hombres ,yvypórakuéra
y ,ha
mujeres ,rembirekokuéra
ella baila una farruca ,ha'e ojeroky * una farruca
pantalones ,pantalones
y ,ha
los tacones , tacones
con la fuerza , mbarete ndive
los ,los
metía ,omoingemi *
la ,la
legendaria ,ymaguare
poco tiempo ,poco ára
ha ,oime *
no ,no
de ,de
y ,ha
de ,de
es ,oha'e *
el ministro , ministro
de ,de
criticó ,okaguaikuri *
ayer ,ayer
la convocatoria de , de convocatoria
dos ,dos
jornadas ,jornadas
de ,de
huelga en la minería ,huelga  minería _pe
la campaña electoral para los comicios , okára electoral opyta *  comicios
de ,de
próximo ,kyta'i
de ,de
junio ,junio
y ,ha
la ,la
atribuyó ,atribuyó
posibles ,ikatúva
razones ,kuaahakuéra
no ,no
de ,de
piqué ,piqué
aseguró ,omohatãkuri *
la reconversión , reconversión
de la minería , minería _gua
está ,oĩ *
admitió ,omoneĩkuri *
disfunciones ,disfunciones
el ministerio informó , ministerio omomarandukuri *
ayer ,ayer
de ,de
el plan supone unas aportaciones , plan supone unas aportaciones
de ,de
más ,más
de ,de
millones ,millones
las ,las
ayudas a el funcionamiento ,pepytyvõ *  funcionamiento _pe
de las minas , itakuakuéra _gua
superan ,superan
los ,los
millones ,millones
y ,ha
en un año ,un arajere _pe
y ,ha
medio ,mbytere
han ,oĩ *
aprobado ,aprobado
proyectos ,jejaposekuéra
de ,de
infraestructuras ,infraestructuras
millones ,millones
trabajadores ,trabajadores
y ,ha
y ,ha
este año ,ko arajere
lo ,lo
harán ,omba'apot *
mineros ,mineros
el montaje , montaje
de ,de
sobre el pintor , pintor ári
estrenará ,omoñepyrũt *
de ,de
septiembre ,septiembre
el último delirio , delirio último
de ,de
ocurrió ,ojehukuri *
justo ,marangatu
de ,de
en un segundo ,un segundo _pe
la vida , jeikove
de el artista , artista _gua
pasó ,ojehukuri *
ante ,ante
sus ojos ,i_ tesakuéra
como en una película ,añemboapyte * una película _pe
así ,apyhykuri *
es ,oha'e *
como la compañía teatral ,añemboapyte *  compañía teatral
recrea la agonía ,ombovy'a *  agonía
de ,de
tema ,ñe'ẽmbyrã
central ,apytere
de ,de
el próximo espectáculo , techaukaha kyta'i
de el grupo , aty _gui
dirige ,osãmbyhy *
el director teatral clausuró , mburuvicha teatral ombotykuri *
ayer ,ayer
el taller , mba'apoha
actor ,actor
como ,añemboapyte *
creador ,creador
la ,la
de ,de
tertulia sobre el montaje ,tertulia  montaje ári
de la obra , mba'apokue _gua
para el dramaturgo ,opyta *  dramaturgo
la imagen frívola , ta'anga frívola
de ,de
el mismo artista contribuyó , artista ae contribuyó
encuentra ,ojohu *
no ,no
un pintor excepcional ,un pintor excepcional
sino ,sino
un escritor remarcable ,un kuatiahaihára remarcable
y ,ha
auténtico ,añetegua
provocador ,provocador
afirmó ,afirmó
fue ,ohokuri *
un niño ,un mitãkuimba'e
llegó ,oguahẽkuri *
adulto ,kakuaa
lo ,lo
explica ,omohesakã *
a su juicio ,iñ_ apytu'ũ _me
egocentrismo ,egocentrismo
y ,ha
su sexualidad ,iñ_ sexualidad
la obra , japopyre
estrenará ,omoñepyrũt *
de ,de
septiembre ,septiembre
la ciudad , ciudad
de el genio , genio _gua
viajará ,oguatat *
y ,ha
espera ,ta'arõ
noviembre ,noviembre
de este año ,ko arajere _gua
y ,ha
abril ,abril
de ,de
en la obra , tembiapokue _pe
por el actor , actor rupi
encuentra ,ojuhu *
personajes ,personajes
marcaron su vida ,omoha'angakuri * i_ tekove
como ,añemboapyte *
por una niña ,una mitãkuimba'e rupi
y ,ha
comenta las dificultades ,comenta  tembiasykuéra
tuvo ,oguerekokuri *
para ,ojoko *
pero ,jepéramo
es ,oha'e *
el gran amor , tayhu gran
de el artista , artista _gua
la ,la
tiene una presencia constante en la obra ,oreko * una presencia noñemovãiva  tembiapo _pe
la relación , jokuaa
plantea ,plantea
como ,ha'u *
anti ,anti
y ,ha
el guión , guión
de ,de
la obra no estaba , tembiapokue noimeimi *
sino ,sino
ha ,oime *
medida ,ta'ã
avanzaban los ensayos ,avanzaban  ñeha'ãnguéra
a las propias peculiaridades , peculiaridades tee _pe
de los actores , actores _gua
el dramaturgo confesó , dramaturgo omombe'ukuri *
la obra , japopyre
no tiene ,noguerekoi *
la escena final , escena pahague
lógica ,lógica
afirmó ,afirmó
deberá ,deberá
ser ,ser
la muerte , mano
de el pintor , pintor _gua
esta idea ,ko apytu'ũroky
parece ,ohi'ã *
pueril ,pueril
los genios , genios
mueren ,oarapa *
la película griega , película griega
de ,de
sigue la biografía de el poeta ,omoña *  biografía  ñe'ẽpapára _gui
de ,de
será la oferta de esta noche ,oha'et *  ñekuave'ẽ ko pyhare _gua
horas ,horas
en la sección oficial , vo oficial _pe
de el festival , festival _gui
de ,de
cine ,ta'angamýi
a los nuevos talentos , akãporãnguéra pyahu _pe
europeos ,europeos
en la sección retrospectiva , vo retrospectiva _pe
miembro ,miembro
de ,de
la ,la
de ,de
y ,ha
director ,director
de ,de
de ,de
vino ,kaguy
tinto ,tinto
y ,ha
directora ,directora
de ,de
presentaron ,oguerukuri *
ayer ,ayer
las películas , películas
hoy ,ko'ára
exhibirán en el cine ,exhibirán  ta'angamýi _pe
de ,de
de ,de
director ,director
experimental ,experimental
acaba ,omohu'ã *
de ,de
de un parón profesional ,un parón profesional _gui
de ,de
años ,arajerekuéra
ha ,oime *
el rodaje , rodaje
vídeo ,vídeo
de el largometraje , largometraje _gua
y ,ha
espera ,ta'arõ
distribución ,distribución
para su película ,ojoko * hi'_ película
tendrá una versión ,orekot * una versión
mm ,mm
de el próximo mes , jasy kyta'i _gua
de ,de
septiembre ,septiembre
partidario ,partidario
de un cine ,un ta'angamýi _gui
huye de la narración ,opiã *  ñemombe'u _gui
y ,ha
de ,de
la ,la
define su próximo trabajo ,define i_ mba'apoha kyta'i
como ,añemboapyte *
un grito ,un sapukái
busca de un receptor ,omboguyguy * un henduha _gui
preguntan ,oporandu *
os ,os
pasa ,pasa
de ,de
los ,los
tiene la razón en esta polémica ,oguereko *  kuaaha ko polémica _pe
es tu opinión ,oha'e * ne ñeimo'ã
constato ,constato
la población no conoce , tetã nokuaai *
bien ,bien
el problema , problema
quiero ,aja'e *
bien ,bien
claro ,sakã
como ,ha'u *
premisa ,premisa
fundamental ,fundamental
no estamos ,noroĩri *
ante ,ante
una guerra ,una ñorairõ
médicos ,médicos
con el fin , apy ndive
de ,de
una posición ,una ñeĩha
de ,de
privilegio ,katuveha
esta visión es ,ko techa oha'e *
falsa ,pokarẽ
extiende esta idea ,opyso * ko apytu'ũroky
pretende ,orekose *
la causa real , ypy añetegua
de el problema , problema _gui
el origen , ypykue
de ,de
la actual situación no es , situación ãgagua noha'ei *
la improvisación , improvisación
y ,ha
falta ,falta
de ,de
coordinación ,coordinación
a la hora , hora _pe
de ,de
suficiente ,suficiente
adelanto las necesidades de nuestra sociedad ,amotenonde *  kotevẽmbykuéra ñande sociedad _gui
tanto ,tanto
de ,de
médicos ,médicos
general ,pavẽ
somos el país europeo ,jaha'e *  tetã europeo
mayor ,kakuaa
proporción ,proporción
de estos profesionales ,ko'ã profesionales _gui
número ,número
de ,de
habitantes ,oikóvakuéra
como de el exceso ,ajepy'ajoko *  exceso _gui
de ,de
especialidades ,especialidades
médicas ,médicas
existentes ,oiméva
somos ,roha'e *
de ,de
tiene ,oguereko *
mayor ,kakuaave
número ,número
y ,ha
de el número , número _gui
de ,de
especialistas ,especialistas
de ,de
si ,si
bien ,bien
es ,oha'e *
cierto ,añete
en algunos periodos ,algunos periodos _pe
han ,oime *
déficits ,déficits
como ,ajepy'ajoko *
consecuencia ,tapykuegua
ejercen ,ejercen
como ,ha'u *
médicos ,médicos
especialistas ,especialistas
dos ,dos
poblaciones ,távakuéra
de ,de
formación ,tesape'a
distinta ,ojuavýva
la ,la
sigue una formación ,omoña * una tesape'a
estándares ,estándares
y ,ha
larga ,vuku
tradición ,tradición
necesita una puesta a el día ,okotevẽ * una ñemoĩ  ára _pe
mismos ,ae
hemos ,hemos
y ,ha
la ,la
mesto ,mesto
componentes ,componentes
no accedieron ,nomboajeikuri *
la ,la
la mayoría , mayoría
no ,no
haber ,haber
el examen , kuaara'ã
con suficiente calificación ,suficiente calificación ndive
ha ,oĩ *
fórmulas ,fórmulas
heterogéneas ,heterogéneas
de ,de
formación ,tesape'a
resultados ,tembiapokuekuéra
son ,pu
heterogéneos ,heterogéneos
es ,oha'e *
evidente ,evidente
preparan ,ombosako'i *
para ,opyta *
una prueba ,una ñeha'ã
de ,de
evaluación ,evaluación
de ,de
conocimientos ,jekuaakuéra
examen ,kuaara'ã
y ,ha
siguen una formación ,omoña * una tesape'a
de varios años ,varios arajerekuéra _gui
y ,ha
cinco ,cinco
la especialidad , especialidad
tienen ,oreko *
mejores ,porãve
condiciones ,condiciones
para ,opyta *
como ,akaru *
especialistas ,especialistas
siguieron otros caminos ,omuñakuri * otros tapekuéra
el estudio comparativo , estudio mbojojáva
de ,de
dos ,dos
cohortes ,cohortes
con estas características ,ko'ã características _ndi
fue el objeto de mi tesis doctoral ,ohokuri *  mba'e che tesis doctoral _gua
la ,la
de ,de
hace ,ojapo *
años ,arajerekuéra
y ,ha
conclusiones ,pahakuéra
globales ,globales
no sorprendieron ,nombojurujaikuri *
aquel colectivo ,amo colectivo
mostró ,mostró
mejor ,porãve
nivel ,yvatekue
de ,de
competencia ,competencia
clínica ,clínica
el resto , huguare
si ,si
bien ,bien
las diferencias fueron , joavykuéra oha'ekuri *
más ,más
en los aspectos , aspectos _pe
de ,de
conocimientos ,emba'ekuaakuéra
los ,los
analizaban ,analizaban
más ,más
las cualidades , cualidades
de el ejercicio profesional , ejercicio profesional _gua
sí ,sí
nos ,nos
pareció ,ohi'ãkuri *
lógico ,lógico
la formación , tesape'a
por el mismo examen , kuaara'ã ae rupi
de ,de
acceso ,acceso
ha ,oĩ *
tienen ,oguereko *
más ,más
capacidad ,ha'eve
de ,de
y ,ha
conocimientos ,jekuaakuéra
de ,de
no debe ,no debe
van ,oho *
ser ,ser
los mejores futuros , tenondeguakuéra porãve
especialistas ,especialistas
a la práctica médica , jepokuaa médica _pe
saber ,pokuaa
en nuestra profesión ,ore apoha _pe
es ,oha'e *
imprescindible ,imprescindible
pero ,jepéramo
no es ,noha'ei *
suficiente ,suficiente
el saber , pokuaa
eficacia ,eficacia
y ,ha
calidad ,calidad
es ,oha'e *
lo ,lo
los ciudadanos nos piden cada vez , nos tavagua ojerure * cada ha
más ,más
a los médicos , pohanohárakuéra _pe
y ,ha
veces ,jevykuéra
parece ,ohi'ã *
como ,ha'u *
si ,si
lo ,lo
perdido ,perdido
de ,de
vista ,resa
la administración , administración
de ,de
la ,la
ha ,oĩ *
hasta el momento , sapy'a peve
este ,kuarahysẽ
caso de los candidatos ,amomenda *  candidatos _gui
especialistas ,especialistas
médicos ,médicos
de ,de
facto ,facto
una excelente capacidad ,una ha'eve poravopyre
de ,de
previsión ,previsión
de ,de
resolución ,tembiapoukapy
ha ,oime *
una normativa ,una normativa
y ,ha
nada ,nada
más ,más
no ha ,noĩri *
cuenta las características de los países ,opapa *  características  tetãnguéra _gua
de ,de
la ,la
tienen ,oreko *
extraño ,extraño
grandes ,guasu
diferencias en sus sistemas ,pembojoavy * hi'_ sistemas _pe
de ,de
formación ,tesape'a
médica ,médica
parece ,ohi'ã *
como ,akaru *
mínimo ,mínimo
sorprendente ,ñeimo'ã'ỹva
la ,la
un título ,un título
a todos los ,todos los _pe
como ,ajepy'ajoko *
especialista ,especialista
pero ,jepéramo
no ,no
herramientas ,tembiporukuéra
para ,opyta *
de ,de
forma ,ysaja
eficaz ,katupyry
equitativa ,equitativa
e ,ha
igualitaria ,igualitaria
en todos los ,todos los _pe
países ,tetãnguéra
si ,si
el detonante , detonante
de el conflicto , conflicto _gui
como ,añemboapyte *
así ,ajapyhykuri *
parece ,ohi'ã *
ha ,oĩ *
esta normativa ,ko normativa
parecería ,parecería
lógico ,lógico
las fórmulas , fórmulas
para ,opyta *
esa evaluación ,ku evaluación
consta ,consta
hicieron algunas consultas ,omba'apokuri * algunas ñeporandukuéra
pero ,jepéramo
a la luz , tembipe _pe
de los resultados , tembiapokuekuéra _gui
está ,oĩ *
claro ,satĩ
no ,no
acertó en la estrategia ,oapikuri *  estrategia _pe
estarán ,oĩt *
de ,de
acuerdo ,ñe'ẽjoaju
mejor ,porãve
el análisis , análisis
de las previsibles dificultades , pa'ãnguéra previsibles _gua
en la implantación , implantación _pe
de el fatídico decreto , decreto fatídico _gui
a la actual situación , situación ko'ãgagua _pe
la ,la
los ,los
los defensores , pytyvõhárakuéra
de la vía , tape _gui
la mayoría , mayoría
de ,de
médicos ,médicos
de ,de
hospitales ,hospitales
públicos ,pavẽ
secundaron la huelga ,omoirũkuri *  huelga
el pasado , pasado
y ,ha
la ,la
estatal ,estatal
pretenden ,opota *
soluciones ,rykuéra
aceptables ,aceptables
en un marco ,un jere _pe
por el conflicto , conflicto _re
y ,ha
las consiguientes presiones , presiones consiguientes
de ,de
terceros ,terceros
la actual situación deberá , situación ko'ãgagua deberá
de la manera , manera _gui
más ,más
digna ,digna
posible ,ikatúva
la clave está , clave oiko *
el instrumento , tembiporu
de ,de
medida ,ta'ã
de ,de
calidad ,calidad
profesional ,profesional
más ,más
justo ,marangatu
a el máximo posible , máximo ikatúva _pe
las nuevas certificaciones , certificaciones pyahu
y ,ha
sensatez ,py'aguapy
unas bases sólidas ,unas topytakuéra mbarete
para ,ojoko *
en el futuro no , no upeigua _pe
de ,de
nuevo ,pyahu
con estos desaguisados ,ko'ã desaguisados _ndi
lo ,lo
tanto ,tanto
debe ,debe
el sistema , sistema
ha ,oime *
de ,de
ser ,ser
la única vía , guataha año
de ,de
formación ,tesape'a
de una vez ,una jevy _gua
esta reforma ha ,ko ñemyatyrõ oĩ *
de ,de
la adecuación , adecuación
de el número , número _gui
y ,ha
tipo ,tipo
de ,de
especialistas ,especialistas
el país necesita , tetã okotevẽ *
la flexibilización , flexibilización
en las áreas , áreas _pe
de ,de
competencia ,competencia
el énfasis , énfasis
en la capacitación , capacitación _pe
encima de la titulación ,ojo'a *  titulación _gui
la actualización , actualización
de los programas formativos , programas formativos _gui
de ,de
acuerdo a la sociedad ,acuerdo  sociedad _pe
de el siglo , siglo _gui
la formación , tesape'a
y ,ha
motivación ,motivación
de los responsables , responsables _gua
de ,de
la ,la
y ,ha
encima ,ombojo'a *
de ,de
todo ,todo
la consolidación , consolidación
de un sistema ,un sistema _gua
de ,de
evaluación ,evaluación
a la imagen , ta'anga _pe
de ,de
de las residencias , jeikohakuéra _gua
de ,de
fue ,ohokuri *
de ,de
nació el mismo sistema ,oararechakuri *  sistema ae
hace ,omba'apo *
más ,más
de ,de
años ,arajerekuéra
es un reto ,oha'e * un py'ara'ã
para ,opyta *
todos ,todos
aumentará la credibilidad de la propia formación ,okakuaat *  credibilidad  tesape'a tee _gui
garantizará ,garantizará
a los ciudadanos , tetaguãnguéra _pe
la calidad , calidad
de las prestaciones , prestaciones _gui
y ,ha
prestigiará a el colectivo médico ,prestigiará  colectivo médico _pe
de ,de
paso ,paso
no ,no
nos ,nos
vendrá ,out *
nada ,nada
mal ,mal
de esta manera ,ko manera _gua
evitaremos en el futuro ,evitaremos  tenondegua _pe
normativas ,normativas
como la originaria de ,ajepy'ajoko *  de ypygua
el actual conflicto , conflicto ko'ãgagua
son ,pu
sintomáticas ,sintomáticas
de una vieja ,una lechãi _gui
reconstrucción ,reconstrucción
suele ,suele
los ojos , tesakuéra
habla ,ñe'ẽ
y ,ha
así ,ajapyhykuri *
con los ojos , tesakuéra ndive
lo ,lo
encuentra ,ojohu *
todo ,todo
balcones ,balcones
históricos ,históricos
sombreros ,akãhojakuéra
absurdos ,absurdos
de ,de
reinas ,reinas
juicios ,apytu'ũnguéra
de ,de
nazis ,nazis
puertos ,ygarupakuéra
cosmopolitas ,cosmopolitas
tiempos ,árakuéra
bélicos ,bélicos
o ,térã
estadistas ,estadistas
inteligentes ,ha'eve
los ,los
hubo ,oimekuri *
y ,ha
frecuentó ,frecuentó
nada ,nada
es ,oha'e *
ajeno ,mba'e'ỹ
a este hombre culto ,ko karai culto _pe
ameno ,ameno
astuto ,astuto
y ,ha
curioso ,curioso
la ,la
concedió el premio ,ome'ẽkuri *  premio
nos ,nos
honra ,honra
he ,aĩ *
la siesta , asaje
porque ,ajeve
esperaba ,ojeroviami *
pero ,jepéramo
la siesta es una costumbre , asaje oha'e * una jepokuaaha
sana ,kuera
aprendió las bondades de la siesta ,ojetavy'okuri *  marangatukuéra  asaje _gui
estuvo en la isla ,oĩkuri *  ypa'ũ _me
como ,ajepy'ajoko *
corresponsal ,corresponsal
porque ,ajeve
de ,de
militar ,militar
y ,ha
político ,político
fue ,oha'ekuri *
periodista ,periodista
un periodista ,un periodista
amaba la siesta ,amaba  asaje
de ,de
cabezadas ,cabezadas
siesta ,asaje
plena ,plena
guerra ,ñorairõ
mundial ,mundial
lo ,lo
él cumplía ,ha'e omboajemi *
con su siesta ,ij_ asaje _ndi
pijama ,pijama
supuesto ,supuesto
o ,térã
nada ,nada
de ,de
cabezadas ,cabezadas
creo ,ajapo *
los ingleses ganaron la guerra , ingleses ganaron  ñorairõ
otras razones ,otras kuaahakuéra
porque ,ajeve
soportaron los bombardeos ,ojejokokuri *  bombardeos
y ,ha
salto en la historia ,apo *  tembiasakue _pe
los ingleses , ingleses
son ,pu
los ,los
únicos ,año
y ,ha
los norteamericanos , norteamericanos
han ,oime *
los españoles , karaiñe'ẽnguéra
nos ,nos
hemos ,hemos
añadido ,añadido
y ,ha
con la boca pequeña , juru kyto ndive
mira ,mira
no ,no
trata ,trata
de ,de
elogio de la guerra ,aguerohory *  ñorairõ _gui
pero ,jepéramo
el único dirigente , myenondehára año
dijo ,ho'ytakuri *
de los bombardeos , bombardeos _gui
tenía ,oguerekomi *
fue ,ohokuri *
en un diario francés ,un diario francés _pe
leí las declaraciones de una mujer ,amoñe'ẽkuri *  ñemombe'ukuéra una tembireko _gua
de una piloto norteamericana ,una piloto norteamericana _gua
participó ,omomarandukuri *
varios ,varios
de esos bombardeos ,umi bombardeos _gua
a la pregunta , porandu _pe
de ,de
había ,oimemi *
voluntaria ,voluntaria
respondió ,ombohováikuri *
lo ,lo
había ,oimemi *
hecho ,jehupyre
por una cosa ,una mba'e rehe
los europeos no sienten , europeos noñembyasyi *
la patria , tetama
es la patria ,oha'e *  tetama
ojo ,tesa
he ,aĩ *
contado ,contado
esta historia ,ko tembiasakue
pero ,jepéramo
no ,no
lo ,lo
he ,aime *
hecho ,jehupyre
como un elogio ,akaru * un momba'eguasu
sí ,sí
pienso ,pienso
no sientan ,nomboguapyi *
llama ,tataendy
patria ,patria
podrían ,podrían
más ,más
europeístas ,europeístas
pero ,jepéramo
ese sentimiento es ,ku temimbyasy oha'e *
mayoritario ,mayoritario
las guerras son , ñorairõnguéra oha'e *
infames ,infames
ha ,oĩ *
de ,de
contra ,contra
pero ,jepéramo
no significa ,no‘esei *
no ,no
preparado ,preparado
si ,si
la ,la
declara ,declara
los franceses tienen una triste experiencia en este tema , franceses oguereko * una tembiasakue aturu ko ñe'ẽmbyrã _me
tema ,ñe'ẽmbyrã
de el pacifismo , pacifismo _gui
de la segunda guerra , ñorairõ segunda _gui
mundial ,mundial
la propaganda antimilitarista , propaganda antimilitarista
y ,ha
pacifista ,pacifista
inundaba ,inundaba
los grandes animadores , grandes animadores
de ese pacifismo ,ku pacifismo _gua
eran los alemanes ,eran  alemanes
y ,ha
trabajaba ,omba'apomi *
de ,de
ascensorista ,ascensorista
en el diario , diario _pe
fue ,oha'ekuri *
embajador ,embajador
de ,de
corresponsales ,corresponsales
de ,de
guerra ,ñorairõ
estaban ,oimemi *
mejor ,porãve
han ,oĩ *
estado ,teko
bien ,bien
o ,térã
sí ,sí
la primera guerra , ñorairõ primera
mundial ,mundial
fue un mal ejemplo ,ohokuri * un techauka mal
el estamento militar , estamento militar
limita ,oja *
lo ,lo
conviene ,conviene
sirven ,opytyvõ *
los corresponsales , corresponsales
para ,omombyta *
cosas ,mba'ekuéra
porque ,ajeve
las ,las
cuentan ,omombe'u *
nos ,nos
informaba de el movimiento ,omomarandumi *  mýi _gua
de ,de
tropas ,tropas
pero ,jepéramo
los corresponsales , corresponsales
sabíamos ,sabíamos
producían ,omoheñóimi *
cómo ,cómo
los bares , bares
y ,ha
disculpa ,ñyrõ
si ,si
hablo ,añe'ẽ *
de ,de
la ,la
guerra ,ñorairõ
mundial ,mundial
pero ,jepéramo
es ,oha'e *
fue mi guerra ,oha'ekuri * che ñorairõ
ha ,oĩ *
más ,más
guerras ,ñorairõnguéra
en su vida ,i_ rembiasakue _pe
la guerra civil fue , ñorairõ civil ohokuri *
de todos los españoles ,todos los españoles _gui
la guerra civil fue un suicidio colectivo , ñorairõ civil oha'ekuri * un jejuka colectivo
y ,ha
yo no hice ,che najapoikuri *
de ,de
periodista ,periodista
cayó ,okúikuri *
encima ,ombojo'a *
nos ,nos
cayó ,ho'akuri *
encima ,ombojo'a *
todos ,todos
de ,de
ríes ,pepuka *
de ,de
lo ,lo
usted intuye ,usted intuye
de ,de
es ,oha'e *
injusto ,injusto
supuesto ,supuesto
no ,no
todo lo ,todo lo
he ,aime *
hecho ,jehupyre
bien ,bien
pero ,jepéramo
si ,si
remiten a el mismo artículo ,orahauka *  mba'e ae _pe
publiqué ,amoherakuãkuri *
los ,los
pocos días ,pocos árakuéra
de ,de
la guerra civil , ñorairõ civil
quiere ,opota *
decir ,decir
no han ,noĩri *
ninguno más ,ninguno más
ese artículo ,pe mba'e
comenzaron ,omoñepyrũkuri *
las elecciones , jeporavokuéra
de ,de
decía ese artículo ,ha'ytami * upe mba'e
no ,no
había ,oĩmi *
acabado ,acabado
no desaparecería ,no desaparecería
o ,térã
podría ,podría
ese artículo incluso era ,upe mba'eñemu incluso oha'emi *
catalanista ,catalanista
leyendas ,leyendas
benefician a sus protagonistas ,opojopy * ij_ protagonistas _pe
si ,si
son ,pu
falsas ,añete'ỹ
no ,no
los camareros , camareros
dirigen ,osãmbyhy *
voz ,ñe'ẽ
alta ,yvate
a los espías , pyraguekuéra _pe
para ,opyta *
llaman ,llaman
teléfono ,teléfono
señor ,señor
espía ,pyrague
llaman ,llaman
teléfono ,teléfono
si ,si
cuenta ,cuenta
es ,oha'e *
porque ,ajeve
tiene ,oguereko *
gracia ,apoporãmby
pero ,jepéramo
es ,oha'e *
evidente ,evidente
si ,si
reflexiona ,opy'amongeta *
no ,no
sostiene ,ojoko *
inventó esa gracia ,ojohukuri * upe apoporãmby
esa mentira ,upe añete'ỹ
no ,no
he ,aĩ *
porque ,ajeve
no vale la pena ,novalei *  angekói
espía ,pyrague
una guerra es un papel ,una ñorairõ oha'e * un kuatia
como ,ajepy'ajoko *
es ,oha'e *
verdad ,añetegua
incluso ,incluso
puede ,okuaa *
más ,más
brillante ,overáva
llamamos ,llamamos
sociedad ,sociedad
civil ,civil
premió ,ombopopeguakuri *
quiere ,oja'e *
decir ,decir
burguesía ,burguesía
es ,oha'e *
cosa ,mba'e
de ,de
son ,pu
los ,los
mismos ,ae
no ,no
todos ,todos
somos ,jaha'e *
burguesía ,burguesía
los proletarios , proletarios
militares ,militares
sacerdotes ,pa'ikuéra
o ,térã
personas ,yvypórakuéra
ideología ,ideología
están ,oĩ *
contra ,contra
de la burguesía , burguesía _gua
no son ,noha'ei *
burgueses ,burgueses
los ,los
sí ,sí
lo ,lo
son ,pu
con diferentes apellidos ,diferentes terajoapykuéra ndive
mira ,mira
mis dos ,che dos
bisabuelos ,taitachukuéra
eran ,oha'emi *
médicos ,médicos
pero ,jepéramo
sus padres eran ,i_ túvakuéra oha'emi *
payeses ,payeses
el señor , pa'i
de ,de
la fotografía es el padre de mi mujer , ta'anga oha'e *  pa'i che kuña _gui
inventó ,ojohukuri *
y ,ha
patentó un sistema ,ombojárakuri * un sistema
de ,de
grandes ,rusu
estirajes ,estirajes
ese invento permitía ,pe invento omboajemi *
el hilo , inimbo
de ,de
algodón ,mandyju
bueno ,porã
dos ,dos
generaciones ,generaciones
anteriores ,ange
la ,la
vuelve ,ojevy *
en su familia ,h_# ogapypegua _pe
el payés , payés
política ,política
centrista ,centrista
fui ,aha'ekuri *
estuve ,aĩkuri *
en la política , política _pe
no abundan ,nomumui *
los ,los
centristas ,centristas
ser ,ser
centrista ,centrista
enseñó ,okuaaukakuri *
un político ,un político
adelantó a su tiempo ,omotenondekuri * hi'_ ára _pe
un político europeo ,un político europeo
lo ,lo
pasa ,pasa
es ,oha'e *
si ,si
eres ,eres
centrista ,centrista
de ,de
verdad ,añete
duras ,tukumbo
política ,política
el centro no es ningún partido , mbyte noha'ei * ningún ñembosarái
es una actitud política ,oha'e * una actitud política
y ,ha
las posturas extremas acaban , ñemoĩnguéra extremas omomba *
política ,política
política ,política
qué memorias ,qué py'ahokuéra
las ,las
no escribirá ,nokuatiait *
odisea ,odisea
la clínica para mi hijo , clínica omombyta * che ra'a
pedí ,ajerurekuri *
pero ,jepéramo
no había ,noĩrimi *
galletas ,galletas
y ,ha
mermelada ,mermelada
no comió ,noñemboapyteikuri *
porque ,ajeve
tenía la boca ,arekomi *  juru
hinchada ,hinchada
final ,pahague
pude ,aikatukuri *
un flan ,un flan
fue la odisea en la habitación ,ohokuri *  odisea  koty _pe
de un hotel ,un hotel _gui
de ,de
cinco ,cinco
estrellas ,mbyjakuéra
llamado ,tenói
casas ,ogapykuéra
rurales ,okaraygua
junto a mi familia ,amono'õ * che ogapypegua _pe
tuve la oportunidad ,arekokuri *  ja
de ,de
un día ,un ára
en la casa rural , óga okaraygua _pe
de ,de
teníamos un precio ,jarekomi * un repy
incluía ,omoingemi *
una noche ,una pyharekue
pensión ,mbohupa
completa ,oĩmbáva
y ,ha
utilización ,utilización
de ,de
las instalaciones , ñemohendakuéra
la sorpresa fue el trato , sorpresa ohokuri *  mongeta
parte de los dueños ,ombosa'i *  karaikuéra _gua
nos ,nos
hicieron ,omba'apokuri *
sentir ,sentir
como ,ha'u *
intrusos ,oikereíva
la estancia , estancia
y ,ha
para ,ojoko *
colmo ,colmo
no cumplieron ,nomboajeikuri *
lo ,lo
incrementaron la factura ,ombotuichavekuri *  factura
pesetas ,pesetas
concepto ,concepto
de ,de
extras ,extras
absurdos ,absurdos
aceite ,ñandyry
aliño ,aliño
pesetas ,pesetas
un ajo ,un ajo
leche ,kamby
biberón ,biberón
niño ,niño
etcétera ,etcétera
nos ,nos
despidieron ,despidieron
pedradas ,pedradas
y ,ha
signos ,techaukahakuéra
obscenos ,tie'ỹ
creo ,ajerovia *
necesario ,ñeikotevẽva
regular ,regular
el sector , pehẽngue
los establecimientos , establecimientos
categorías ,categorías
y ,ha
no ,no
un chanchullo para ,un chanchullo opyta *
propiedades ,mba'ekuéra
de ,de
fin ,apy
de ,de
semana ,arapokõindy
los dueños no son , karaikuéra noha'ei *
profesionales ,profesionales
de el sector , pehẽngue _gui
un barrio ,un tekoha
irán a los aparcamientos ,ohot *  aparcamientos _pe
a el ser , ser _pe
de ,de
pago ,ñembyekovia
ruidos ,pererekuéra
y ,ha
algún caco ,algún caco
