las reservas , ñongatupykuéra
de ,de
de ,de
área ,área
de ,de
justifican el proyecto ,justifican  jejapose
motivos ,motivos
de ,de
seguridad ,kyhyje'ỹ
vial ,vial
el año , arajere
pasado ,pasado
de ,de
registraron ,omboguapykuri *
accidentes ,accidentes
de ,de
tráfico ,ñemomýi
y ,ha
personas ,yvypórakuéra
perdieron la vida ,ombyaikuri *  jeikove
apareció ,osẽkuri *
como ,ha'u *
de ,de
velocidad ,pya'ekue
como ,ha'u *
hará ,ojapot *
de ,de
próximo ,kyta'i
de ,de
marzo ,marzo
exceso ,exceso
de ,de
velocidad ,pya'ekue
la ,la
y ,ha
la velocidad , pya'ekue
de el vehículo , mba'yru _gua
la velocidad máxima , akuãngue tuichaiteve
es ,oha'e *
de ,de
kilómetros ,kilómetros
hora ,hora
y ,ha
no ,no
pueden ,oikatu *
kilómetros ,kilómetros
hora ,hora
de el proyecto , ñeimo'ã _gui
son ,pu
conscientes ,conscientes
de ,de
los conductores , sãmbyhyhakuéra
familiarizarán ,familiarizarán
pronto ,pojava
y ,ha
disminuirán la velocidad a su paso ,omomichĩt *  akuãngue i_ pyrũ _me
irán ,ohot *
de ,de
los ,los
el conductor no podrá , sãmbyhyha ndokatuit *
cámara ,cámara
y ,ha
no ,no
la nueva ley , tembiapoukapy pyahu
de ,de
tráfico ,ñemomýi
de ,de
las ,las
y ,ha
la sanción , ñembyepoti
a el momento , sapy'a _pe
pero ,jepéramo
la actual ley permite , tembiapoukapy ãgagua omboaje *
la ,la
la sanción , jepy
casa con la fotografía ,ombojoaju *  ta'anga ndive
la ley , tembiapoukapy
el conductor sobrepasa , tendota opu'akave *
más ,más
de ,de
la velocidad , akuãngue
la sanción es , jepy oha'e *
conductor ,conductor
graves ,pohýi
de ,de
dos ,dos
años ,arajerekuéra
la juez , yvyraja
de ,de
la ,la
instructora ,instructora
a la policía , tahachi _pe
y ,ha
la ,la
los medios , jerehakuéra
de ,de
vida ,tembiasa
los ,los
de ,de
la ,la
si ,si
dispone ,omoĩ *
de ,de
servicio ,pytyvõ
doméstico ,doméstico
medios ,mbytere
de ,de
transporte ,transporte
y ,ha
definitiva ,opytaitéva
los ingresos , jeikekuéra
cuenta ,cuenta
para ,opyta *
y ,ha
su familia ,i_ ñemoñanga
la juez , yvyrajára
de ,de
dinero ,pirapire
de ,de
la etapa , ararasa
de ,de
la ,la
ha ,oime *
dictado ,dictado
la ,la
interesa por el nivel ,interesa  yvatekue rupi
de ,de
vida ,jeikove
y ,ha
si ,si
en estos momentos ,ko'ã sapy'akuéra _pe
tiene ,oreko *
trabajo ,mba'apo
estable ,estable
o ,térã
desempeña alguna función ,desempeña alguna función
entidades ,entidades
privadas ,privadas
propias ,tee
o ,térã
ajenas ,mba'e'ỹ
la policía , tahachi
y ,ha
la ,la
con sus conclusiones ,i_ pahakuéra ndive
en la misma resolución , tembiapoukapy ae _pe
la ,la
en su día ,hi'_ ára _pe
impuso ,impuso
de ,de
la ,la
su libertad ,i_ tekosã'ỹ
y ,ha
de la prisión , pysy _gui
la cantidad , teta
es ,oha'e *
de ,de
millones ,millones
de ,de
euros ,euros
millones ,millones
de ,de
pesetas ,pesetas
ascendía ,oñemboyvatemi *
millones ,millones
de ,de
euros ,euros
millones ,millones
de ,de
pesetas ,pesetas
de ,de
enero ,enero
días ,árakuéra
para ,ojoko *
dos ,dos
avales ,jeroviaukahakuéra
de ,de
millones ,millones
de ,de
pesetas ,pesetas
millones ,millones
de ,de
pesetas ,pesetas
y ,ha
su libertad ,i_ sãso
de ,de
para ,omombyta *
hasta ese momento ,ku sapy'a peve
resultaba ,resultaba
imposible ,ikatu'ỹva
nuevos ,pyahu
avales ,jeroviaukahakuéra
para ,ojoko *
ante ,ante
sobre el modo , teko ári
y ,ha
el nivel , yvatekue
de ,de
vida ,tembiasa
de ,de
ha ,oĩ *
pedido ,jerure
todos los ,todos los
datos ,datos
y ,ha
documentación ,documentación
de los avales , jeroviaukahakuéra _gui
la batalla judicial , ñorairõ judicial
ante ,ante
la sentencia , ñe'enga
la ,la
de ,de
importantes ,importantes
documentos ,kuatiakuéra
acusatorios ,acusatorios
remitidos ,remitidos
de ,de
a la juez , yvyraja _pe
de ,de
la ,la
los jueces suizos prohibieron el uso de estas pruebas , yvyrajakuéra suizos ombotovekuri *  jepokuaa ã ha'ãnguéra _gua
de ,de
en el país , tetã _me
porque ,ajeve
irregular ,irregular
los vecinos , ykereguakuéra
de ,de
tienen ,oguereko *
miedo ,chuchu
explicaciones ,ñemohesakãnguéra
pero ,jepéramo
y ,ha
la inquietud , angekói
por las consecuencias , tapykueguakuéra rehe
han ,oime *
roto el silencio ,roto  kirirĩ
llevarán el tema ,oguerahat *  ñe'ẽmbyrã
la ,la
somos ,roha'e *
víctimas ,víctimas
basura ,yty
hubo ,oimekuri *
problemas ,problemas
por una piscina ,una piscina rupi
mal ,mal
regresa ,ojere *
como ,añemboapyte *
actriz ,actriz
no actuaba ,nomba'apoimi *
próximo ,kyta'i
de ,de
mayo ,mayo
estrenará ,omoñepyrũt *
de ,de
dama ,kuñakarai
un drama ,un drama
sobre las mujeres , rembirekokuéra ári
escrito ,tembihai
representa ,omoha'anga *
junto ,junto
y ,ha
dirección ,dirección
de ,de
la llegada , guahẽ
de su marido ,i_ ména _gua
y ,ha
va ,oho *
libertad ,tekosã'ỹ
partida ,aty
doble ,jo'a
su padre ,i_ túva
abusó ,abusó
de ,de
era ,ára
niña ,niña
y ,ha
su marido ,i_ ména
la ,la
ha ,oime *
pegado ,pegado
y ,ha
fuerte ,mbarete
ha ,oime *
reacciona el público ,opu'ã *  techahára
silencio ,kirirĩ
general ,pavẽ
no es un problema nuevo ,ndoha'ei * un problema pyahu
para ,omombyta *
pero ,jepéramo
no es ,ndoha'ei *
lo ,lo
mismo ,ae
ver ,ver
imágenes ,ta'angakuéra
en el cine , ta'angamýi _pe
o ,térã
y ,ha
ver ,ver
directo ,directo
pasa en la vida real ,oikove *  tekove añete _pe
la cabeza , ruvicha
mi marido ,che ména
borracho ,ka'u
y ,ha
en el suelo , yvy _pe
pide ,ojerure *
ayuda ,pytyvõ
luchó ,oñorairõkuri *
contra ,contra
su propia imagen ,i_ ta'anga tee
costó ,ovalekuri *
fue ,ohokuri *
la imagen , ta'anga
e ,ha
a la representación , ta'anga _pe
sorprendió una encuesta anterior ,omopy'andýikuri * una encuesta ange
de ,de
amor ,tayhu
y ,ha
de ,de
sexo ,sexo
yo cantaba ,che asapukáimi *
más ,más
lecturas ,lecturas
la obra , apopyre
ha ,oime *
de ,de
y ,ha
han ,oĩ *
la representación , ta'anga
ha ,oime *
de ,de
silencios ,kirirĩnguéra
y ,ha
hay ,oĩ *
mujeres ,rembirekokuéra
de ,de
situaciones ,situaciones
violentas ,violentas
todos ,todos
somos ,roha'e *
víctimas ,víctimas
es ,oha'e *
cierto ,añete
como ,añemboapyte *
decía mi madre ,ha'ytami * che sy
hay ,oĩ *
hombres ,karaikuéra
deberían ,deberían
ser ,ser
fundidos ,fundidos
y ,ha
hechos ,jehupyrekuéra
de ,de
nuevo ,pyahu
ha ,oime *
a el teatro , tekochauka _pe
para ,ojoko *
la profesión , apoha
trabajo ,mba'apo
estaría ,estaría
coja ,parĩ
si ,si
el teatro , ñemoha'anga
no ,no
parte ,pehẽngue
de ,de
es ,oha'e *
necesario ,ñeikotevẽva
como ,ha'u *
actriz ,actriz
necesito el teatro ,akotevẽ *  tekoha'anga
para ,omombyta *
es ,oha'e *
como ,ajepy'ajoko *
si ,si
fascinó ,fascinó
el hecho , jehupyre
de ,de
la obra , mba'apokue
es ,oha'e *
de el teatro , tekochauka _gua
de este país ,ko tetã _gui
produce ,omoheñói *
día ,ára
día ,ára
y ,ha
de ,de
no puedo ,ndapojáiri *
mi trabajo ,che mba'apoha
la verdad es , añetegua oha'e *
no ,no
lo ,lo
planteo ,planteo
sale ,osẽ *
así ,ajapyhykuri *
está ,oiko *
contra ,contra
los hombres , avakuéra
no soy ,ndaha'ei *
feminista ,feminista
radical ,radical
pero ,jepéramo
es ,oha'e *
cierto ,añete
el poder ha , pokatu oime *
estado ,ñeĩ
en sus manos ,i_ pokuéra _pe
pero ,jepéramo
mi lucha ,che ñorairõ
contra ,contra
el hombre , ava
sino ,sino
con el hombre , ava ndive
juntos ,juntos
por las cosas , mba'ekuéra _re
nos ,nos
gustan ,okumby *
y ,ha
para ,omombyta *
cine ,ta'angamýi
y ,ha
música ,música
cómo ,cómo
compagina ,compagina
todo ,todo
sí ,sí
he ,aĩ *
hecho ,jehupyre
es ,oha'e *
no ,no
no ,no
soy ,aha'e *
infiel ,infiel
y ,ha
reconozco ,akuaa *
el destino ha , herunguã oime *
en este sentido generoso ,ko andu jepome'ẽ _pe
porque ,ajeve
a mi carácter ,che reko _pe
viene ,ou *
bien ,bien
esta posibilidad ,ko ja
de ,de
cambio ,ñembyekovia
no ,no
veo ,veo
haciendo ,haciendo
lo ,lo
mismo ,ae
todo lo ,todo lo
ha ,oime *
hecho ,jehupyre
absoluto ,absoluto
han ,oĩ *
mitad ,ku'a
de el camino , tape _gua
no ,no
siento ,arombyasy *
de mi trabajo ,che mba'apo _gui
parte ,pesẽngue
acompaña ,omoirũ *
lleva ,oraha *
todo ,todo
puede ,opojái *
y ,ha
lo ,lo
mejor ,porãve
es ,oha'e *
hace ,ojapo *
tiempos ,árakuéra
conservadores ,conservadores
general ,pavẽ
y ,ha
lo ,lo
cultural ,cultural
particular ,particular
lo ,lo
hace ,omba'apo *
es ,oha'e *
gracias ,apoporãmbykuéra
la cultura oficial es , arandu oficial oha'e *
reaccionaria ,reaccionaria
lleva ,ogueraha *
nombre ,réra
real ,añete
de ,de
veces ,jevykuéra
llevaba ,oguerahami *
peor ,vaive
pero ,jepéramo
hoy ,ko'ára
hay ,oĩ *
días ,árakuéra
rebelo ,rebelo
contra ,contra
misma ,ae
los años , arajerekuéra
las gentes , mbyakuéra
encuentras en el camino ,pejohu *  tape _pe
conforman ,conforman
tu imagen ,ne ta'anga
esa gente ,upe yvypóra
ha ,oime *
ayudado ,ayudado
la primera vez , jey primera
actuó ,omba'apokuri *
como ,añemboapyte *
actriz ,actriz
fue ,ohokuri *
lo ,lo
hizo ,omba'apokuri *
de ,de
parte ,marandu
de ,de
la ,la
de ,de
representaron ,omoha'angakuri *
dos ,dos
obras ,apopyrekuéra
de ,de
octubre ,octubre
burlador ,burlador
de ,de
escenografía ,escenografía
de ,de
y ,ha
año ,arajere
siguiente ,uperiregua
de ,de
volvió a el teatro ,ojevykuri *  tekoha'anga _pe
de ,de
dos ,dos
obras ,tembiapokuéra
mocedades ,mocedades
de ,de
en el reparto , mboja'o _pe
fue ,ohokuri *
octubre ,octubre
de ,de
de ,de
la ,la
la ,la
dirigió ,osãmbyhykuri *
sí ,sí
de las niñas , mitãkuimba'ekuéra _gui
hija ,ra'a
de el aire , pytu _gui
de ,de
la ,la
un montaje ,un montaje
no ,no
llegó ,oguahẽkuri *
ver ,ver
casta ,marã'ỹ
blandea ,blandea
y ,ha
no ofrece ,ndoropojáiri *
sensación ,ñeandu
de ,de
riesgo ,kyhyjerã
lo ,lo
mejor ,porãve
el público es , temirendu oha'e *
el tambor , angu'atarara
lo ,lo
quita ,quita
de ,de
encima el frío ,ojo'a *  to'ysã
corrida ,ñani
la ,la
reses ,mymbakuéra
de ,de
y ,ha
dos ,dos
y ,ha
tercera ,tercera
invalidez ,invalidez
inmediata ,inmediata
y ,ha
de ,de
no dio ,nombojáraikuri *
motivos ,motivos
de ,de
lucimiento ,lucimiento
de ,de
volvió ,ojevykuri *
abúlico ,abúlico
y ,ha
ante ,ante
el ganado , tymba
silencio ,kirirĩ
y ,ha
palmas ,palmas
parece ,ohi'ã *
querer ,querer
de el bache , yvykua _gua
largo ,puku
tiempo ,ára
ovación ,ovación
y ,ha
oreja ,nambi
aviso ,atõi
ovación ,ovación
y ,ha
aviso ,marandu
ovación ,ovación
más ,más
vistoso ,vistoso
pasada ,jehasa
cuajar ,cuajar
faenas por el mal uso ,pejuka *  jepokuaa mal rehe
de ,de
a el cuarto , koty _pe
la corajuda faena , tembiapo py'aguasu
de ,de
y ,ha
la labor preciosista , tembiapo preciosista
pero ,jepéramo
larga ,vuku
de ,de
la corrida , ñani
inició ,oñepyrũkuri *
un minuto ,un minuto
de ,de
silencio ,kirirĩ
recuerdo de el compañero ,aromandu'a *  irũ _gui
fallecido ,fallecido
el barrio , tekoha
de ,de
dos ,dos
centímetros ,centímetros
y ,ha
medio a el año ,medio  arajere _pe
de ,de
casas ,ogapykuéra
de ,de
potasa ,potasa
de ,de
agua ,y
ha ,oĩ *
a esta localidad ,ko tenda _pe
de ,de
con las personas , avakuéra ndive
conviven con un problema ,conviven un problema ndive
por el momento , sapy'a rehe
no ,no
sabe ,sabe
el resultado , tembiapokue
de ,de
titulado ,titulado
de ,de
propiedad ,mba'e
forma ,ysaja
parte ,mboja'opy
de ,de
más ,más
por las grietas , tirikuéra _re
por los movimientos , mýikuéra rehe
hablan ,omongeta *
la ,la
no puede ,ndoikatui *
la puerta , okẽ
de ,de
entrada ,okẽ
y ,ha
ven el exterior ,ven  okára
través ,través
de los agujeros , kuárakuéra _gua
hay en la pared ,oĩ *  ogyke _pe
el espacio , arapy
de ,de
es ,oha'e *
realizador ,realizador
de ,de
vídeo ,vídeo
y ,ha
con el trabajo , ñemba'apo _ndi
de ,de
los lugares , mamohakuéra
más ,más
inaccesibles ,inaccesibles
de el interior , ryepy _gua
de la tierra , yvy _gua
último ,último
y ,ha
rodea a los jóvenes cocineros ,ombohokái *  tembi'u'apohakuéra kyrỹi _pe
y ,ha
pasteleros ,pasteleros
catalanes ,catalanes
es el ambiente ,oha'e *  jereha
de ,de
infernal ,añaretãmegua
o ,térã
trata ,trata
de un mito ,un mito _gui
como ,añemboapyte *
la respuesta , mbohovái
la ,la
tienen los jugadores ,oguereko *  ha'ãrakuéra
de ,de
los ,los
equipos ,equipos
españoles ,españoles
las ,las
dos ,dos
últimas ,últimas
ediciones ,ediciones
de ,de
la ,la
todos ,todos
han ,oĩ *
pero ,jepéramo
de ,de
ha ,oime *
o ,térã
ante ,ante
no respeta las normas ,noporãngarekoi *  tekorãnguéra
de ,de
la ,la
y ,ha
todo tipo ,todo tipo
de ,de
bengalas ,bengalas
es ,oha'e *
cierto ,añete
el público presiona , henduhára presiona
pero ,jepéramo
todo ,todo
dependerá ,osaingot *
de ,de
si ,si
mete ,oñoña *
pronto ,pojava
en el partido , ñembosarái _pe
no pasará ,ndoikoveit *
apuros ,pojavakuéra
tendrá ,oguerekot *
más ,más
presión ,presión
de sus últimos resultados ,i_ tembiapokuekuéra últimos _gui
perdió ,ombyaikuri *
de ,de
la ,la
avisa ,omomarandu *
de ,de
uno de los mayores peligros ,ajuaju *  mongyhyjehakuéra guasuve _gua
encontrará ,ojuhut *
los clubs españoles , klukuéra españoles
no comprenden ,ndokuaai *
cómo ,cómo
la ,la
partidos ,ñembosaráikuéra
de ,de
clubs ,klukuéra
de ,de
más ,más
alto ,puku
nivel ,yvatekue
viejo ,ymaguare
y ,ha
sobre ,sobre
todo ,todo
accesos ,accesos
e ,ha
instalaciones ,ñemoĩnguéra
de las cosas , mba'ekuéra _gui
más ,más
llega ,oguahẽ *
autocar ,autocar
encajonado ,encajonado
medio ,mbytere
de ,de
callejuelas ,callejuelas
estrechas ,pychi'ĩ
las entradas , jeikekuéra
a el recinto , koty _pe
son ,pu
angostas ,py'i
y ,ha
través ,través
de ,de
el visitante empieza , temiandu oñepyrũ *
la sensación , ñeandu
de ,de
pero ,jepéramo
la ,la
dinamitó el grupo ,dinamitó  aty
de ,de
mocosos ,tĩsyry
encabezado ,encabezado
por el joven , ta'yrusu rehe
de ,de
de ,de
alineó ,alineó
en el último partido , ñembosarái último _pe
para los cuartos ,ojoko *  kotykuéra
de ,de
final ,pahague
y ,ha
necesitaba un punto ,akotevẽmi * un punto
para ,opyta *
y ,ha
y ,ha
empataron ,ombojojakuri *
en el partido , ñembosarái _pe
lanzó a la fama ,oitykuri *  terakuã _me
prolífico ,prolífico
más ,más
de ,de
ha ,oime *
pasado ,pasado
por la cantera blanca , itakua morotĩ rehe
meses ,jasykuéra
invictos ,invictos
no ,no
lo ,lo
han ,oime *
fácil ,ndahasýi
similar ,similar
de ,de
de ,de
tanto ,tanto
incomodan ,ombuaju *
la ,la
de ,de
febrero ,febrero
de ,de
cayó ,ho'akuri *
ante ,ante
desde ese día ,ku ára guive
ha ,oĩ *
ganado ,tymba
a el conjunto verde , aty peky _pe
han ,oĩ *
pasado ,pasado
pero ,jepéramo
todos los ,todos los
contra ,contra
hemos ,hemos
bajan ,oguejy *
de ,de
casa ,óga
doble ,pekõi
partido ,ñembosarái
es el favorito ,oha'e *  tembiayhu
delantero ,delantero
de ,de
los ,los
ateniense ,ateniense
de ,de
nada ,nada
actual ,ko'ãgagua
jugador ,jugador
de ,de
estadio ,estadio
es ,oha'e *
pequeño ,kyto
y ,ha
llenará ,omyanyhẽt *
presidenta ,mburuvicha
de ,de
y ,ha
el director general , mburuvicha pavẽ
su hijo ,i_ ta'ýra
acusaron ,acusaron
ayer ,ayer
de ,de
ser ,ser
el promotor , motenondeha
de la campaña , okára _gui
de ,de
acoso ,acoso
arbitral ,arbitral
sufre el club madrileño con el objetivo ,orasy *  klu madrileño  hupytypyrã _ndi
de ,de
la ,la
abandonarán ,onañangarekovéit *
si ,si
el descenso , jeguejy
consuma ,consuma
parte ,mboja'opy
de ,de
quiere ,oja'e *
y ,ha
no ,no
de ,de
juego ,tembiesarái
dijo el director general de el club ,ho'ytakuri *  mburuvicha pavẽ  klu _gui
la familia , ogagua
no es ,ndoha'ei *
bien ,bien
vista ,techa
mantiene su padre ,omongaru * i_ túva
y ,ha
no ,no
la ,la
dejan ,dejan
histórico ,histórico
los dirigentes , myenondehárakuéra
de el club madrileño , klu madrileño _gui
más ,más
graves ,pohýi
a su juicio ,iñ_ apytu'ũ _me
han ,oĩ *
privado ,privado
de ,de
puntos ,puntos
más ,más
no pueden ,ndoikatui *
ser ,ser
simples ,año
fallos ,fallos
si ,si
así ,apyhykuri *
la ,la
mejor ,porãve
liga de el mundo ,ombojoaju *  yvóra _gui
porque ,ajeve
no están ,ndoikoi *
preparados ,preparados
lo ,lo
único ,año
tiene ,oreko *
lógica ,lógica
es ,oha'e *
reciben ,omoguahẽ *
consignas ,consignas
de ,de
arriba ,oguahẽ *
de ,de
la ,la
propia ,tee
tuvo la muerte ,oguerekokuri *  mano
todos ,todos
soñamos ,soñamos
y ,ha
llegó ,oguahẽkuri *
dignidad ,marangatukue
los ,los
la ,la
hermosa ,porã
y ,ha
discreta ,kirirĩ
anciana ,tuja
con su bonachón rostro ,i_ tova bonachón _ndi
oculto ,syvy
bajo ,tupe
tocados ,tuka'ẽnguéra
y ,ha
los labios finos , tembekuéra pererĩ
discreto ,kirirĩ
carmín ,carmín
fue ,oha'ekuri *
la ,la
más ,más
querida ,rayhupára
de ,de
los ,los
la abuela , taitaguasu
la ,la
británica ,británica
buscó el apoyo ,omboguyguykuri *  pytyvõ
no obtuvo de su madre ,no obtuvo i_ sy _gui
de el dolor , mbyasy _gui
de ,de
y ,ha
ver ,ver
cómo ,cómo
representaba ,omoha'angami *
desmoronaba ,desmoronaba
negaba ,ombotovemi *
ver ,ver
más ,más
desgracias ,po'a'ỹnguéra
y ,ha
vulgaridades ,vulgaridades
estuvo a el frente ,oikokuri *  tenonde _pe
de el país , tetã _gui
el horror nazi sacudía , kyhyje nazi okachami *
ha ,oime *
muerto ,te'õngue
de la dignidad monárquica , marangatukue monárquica _gua
de ,de
cuesta ,mba'epu'ã
entender ,entender
haya ,haya
la ,la
no ,no
tendría ,tendría
como ,ha'u *
lo ,lo
hizo ,ojapokuri *
no hacía ,ndojapoimi *
falta ,falta
y ,ha
principios ,ypykuéra
inamovibles ,inamovibles
contribuye ,contribuye
todo ,todo
tiene ,oreko *
ser ,ser
singular ,tapiagua'ỹ
ha ,oĩ *
supuesto ,supuesto
la reunión , ñembuaty
de ,de
curas ,avarekuéra
catalana ,catalana
vive ,oiko *
momentos ,sapy'akuéra
difíciles ,difíciles
pero ,jepéramo
no tendría ,no tendría
en la tentación , ñeha'ã _me
como ,ajepy'ajoko *
pasó con el poeta ,oikokuri *  ñe'ẽpapára ndive
de ,de
las voces críticas , ahy'okuéra críticas
fin ,paha
y ,ha
a el cabo , apýra _pe
hace ,omba'apo *
más ,más
actual ,ko'ãgagua
los textos magníficos , kuatiakuéra magníficos
los ,los
defiende de las injurias ,opytyvõ *  jahéikuéra _gua
el secretario , tembiguái
de ,de
criticó ,okaguaikuri *
respaldar ,respaldar
terroristas ,terroristas
y ,ha
la violencia , mbarete
estados ,ñeĩnguéra
como ,ajepy'ajoko *
inspiran ,inspiran
y ,ha
y ,ha
recriminó ,recriminó
sustanciosas ,poromongarúva
cantidades ,tetakuéra
de ,de
dinero ,pirapire
los ,los
un atentado suicida ,un atentado jejukaha
pero ,jepéramo
no hizo ,ndojapoikuri *
comentarios ,comentarios
militares ,militares
israelís ,israelís
el escritor israelí , kuatiahaihára israelí
partidario ,partidario
de ,de
palestino ,palestino
independiente ,independiente
mantienen ,omongaru *
paralelo ,paralelo
dos ,dos
guerras ,ñorairõnguéra
por su independencia ,i_ sãso rupi
y ,ha
para ,opyta *
nombre ,réra
de un islam fanático ,un islam fanático _gui
nuestras fuerzas ,ore mbaretekuéra
esta segunda forma ,ko ta'anga segunda
de ,de
guerra ,ñorairõ
de ,de
marzo ,marzo
abrió ,omboty'okuri *
expediente ,expediente
millones ,millones
de ,de
euros ,euros
de ,de
fondos ,guykuéra
ocultos ,ñemi
febrero ,febrero
de ,de
octubre ,octubre
de ,de
de ,de
fraude ,pokarẽ
agosto de ese año ,agosto upe arajere _gua
de ,de
marzo ,marzo
el juez , yvyrajára
y ,ha
llegaron ,oguahẽkuri *
dos ,dos
ex ,ex
altos ,yvate
cargos ,cargos
de ,de
de ,de
lavado ,lavado
de ,de
dinero ,pirapire
obispo ,obispo
de ,de
de ,de
de un programa ,un programa _gui
de ,de
televisión ,ta'angambyry
sobre un escándalo sexual ,un escándalo sexual ári
tuvo ,oguerekokuri *
lugar ,tenda
uno de sus sacerdotes ,ambojuaju * i_ pa'ikuéra _gui
suicidó ,suicidó
implicado ,implicado
de ,de
pederastia ,pederastia
parques ,yvyratykuéra
y ,ha
acometió las obras ,otakykuri *  tembiapokuekuéra
de los vecinos , ogaykepeguakuéra _gui
y ,ha
de la oposición , ñembohovái _gua
de ,de
han ,oĩ *
metros ,ta'ãhakuéra
cuadrados ,cuadrados
de ,de
hierba ,kapi'ipe
y ,ha
ha ,oime *
vaciado ,vaciado
y ,ha
el lago central , ypa apytere
de ,de
patos ,ypekuéra
fue ,ohokuri *
los trabajos , tembiapokuéra
de ,de
no ,no
y ,ha
comer ,comer
de la fruta , ‘a _gua
representación ,ta'anga
de ,de
el pan , mbujape
con el sudor , ty'ái ndive
de su frente ,i_ tova _gua
porque ,ajeve
tendrá ,orekot *
contra ,contra
la tierra , tetã
y ,ha
para ,ojoko *
los medios , jerehakuéra
de ,de
subsistencia ,subsistencia
la verdad es , añetegua oha'e *
en la antigüedad , ymaguare _pe
y ,ha
resultaba ,resultaba
dificultoso ,dificultoso
y ,ha
pesado ,pohýi
la mayor parte , vo kakuaa
realizaba ,ojapomi *
régimen ,régimen
de ,de
esclavitud ,esclavitud
medio ,mbytere
de ,de
el trabajo , tembiapo
transforma ,ombova *
gracias ,apoporãmbykuéra
a la división , ja'opy _pe
y ,ha
organización ,organización
de el trabajo , ñemba'apo _gua
de ,de
conocimientos ,pokuaakuéra
y ,ha
experiencias ,tembiasakuekuéra
el trabajo , ñemba'apo
ha ,oĩ *
el carácter , teko
de ,de
maldición ,ha'uvõ
divina ,divina
pero ,jepéramo
de ,de
el trabajo no ha , tembiapo noimei *
los trabajadores , mba'apohárakuéra
la ,la
han ,oĩ *
lo ,lo
de ,de
lucha ,ñombohovái
hoy ,ko'ára
quedan ,opyta *
lugares ,tekohakuéra
y ,ha
empresas ,empresas
el trabajo , tembiapo
realiza ,ojapo *
condiciones ,condiciones
infrahumanas ,infrahumanas
como ,ha'u *
regla ,apoukapy
general ,pavẽ
el carácter , reko
de ,de
maldición ,ñe'engai
de el trabajo , mba'apo _gua
tiende ,opyso *
y ,ha
de el creador , apohára _gui
el orgullo , jejapo
y ,ha
la pasión , pota
y ,ha
el trabajo , mba'apo
el trabajo , tembiapo
primer ,primer
lugar ,mamoha
nos ,nos
permite ,omoneĩ *
el sustento diario , ñemongaru ko'ẽregua
contra ,contra
nos ,nos
socializa ,socializa
y ,ha
nos ,nos
hace ,ojapo *
miembros ,miembros
de ,de
equipos ,equipos
y ,ha
comunidades ,comunidades
de ,de
sociabilidad ,sociabilidad
penas ,ñembyasykuéra
y ,ha
alegrías ,tetia'ekuéra
el trabajo , tembiapo
bien ,bien
hecho ,jehupyre
genera ,genera
autoestima ,autoestima
y ,ha
no ,no
último ,último
lugar ,tekoha
de ,de
ideas ,ideas
positivas ,positivas
y ,ha
pensamientos ,temiandukuéra
constructivos ,constructivos
el trabajo es la base , mba'apo oha'e *  topyta
de ,de
todo lo ,todo lo
hoy ,ko'ára
para ,opyta *
ser ,ser
segura ,segura
de ,de
sí ,sí
misma ,ae
de la vida , tekove _gui
y ,ha
ser ,ser
feliz ,feliz
dado ,dado
de la historia , tembiasakue _gua
el trabajo , mba'apoha
de todos los ciudadanos ,todos los tavagua _gua
en la ley fundamental , tembiapoukapy fundamental _pe
el trabajo , mba'apo
es ,oha'e *
principio ,ypy
de ,de
realización ,realización
personal ,tee
y ,ha
derecho ,karẽ'y
ha ,oime *
en un problema ,un problema _pe
porque ,ajeve
es ,oha'e *
escaso ,pokã
está ,oĩ *
mal ,mal
relación ,jokuaa
a las necesidades , hýikuéra _pe
han ,oĩ *
y ,ha
aceptan ,omboaje *
como ,añemboapyte *
normales ,normales
es ,oha'e *
temporal ,ndahi'aréi
y ,ha
precario ,cha'ĩ
ha ,oime *
hecho ,jehupyre
anodino ,anodino
y ,ha
exceso ,exceso
de ,de
mecanización ,mecanización
deja ,deja
de ,de
ser ,ser
de ,de
alegría ,vy'a
y ,ha
base ,topyta
para ,opyta *
atormenta ,ombuepoti *
y ,ha
angustia ,jepy'apy
para ,ojoko *
es ,oha'e *
fuente ,ykua
de ,de
marginación ,marginación
en la medida , ta'ãha _pe
de ,de
debe ,debe
el trabajo , mba'apo
tiene el carácter ,oreko *  teko
de ,de
mercancía ,mba'erepy
compra ,joguapyre
y ,ha
nuestros gobernantes quieren ,ñane tendotakuéra oja'e *
las reglas , apoukapykuéra
las ,las
rige este mercado ,osãmbyhy * ko ñemuha
porque ,ajeve
dicen ,ho'yta *
es ,oha'e *
flexible ,rari
realidad ,añetegua
porque ,ajeve
los trabajadores están , mba'apohakuéra oiko *
protegidos ,protegidos
y ,ha
reglamentos ,tekorãnguéra
laborales ,laborales
en su día ,hi'_ ára _pe
de ,de
de los trabajadores , mba'apohakuéra _gui
y ,ha
a el trabajo , mba'apo _pe
es ,oha'e *
intolerable ,intolerable
todos los ciudadanos ,todos los tavagua
estamos ,roiko *
favor ,apoporãmby
de ,de
todos ,todos
sabemos ,sabemos
de ,de
beneficios ,beneficios
desempleo ,desempleo
cometen ,cometen
abusos ,abusos
puestos ,koty'ikuéra
de ,de
todos ,todos
no pagan ,nomyengoviai *
impuestos ,impuestos
y ,ha
desempleo ,desempleo
el mercado , ñemuha
de ,de
los ,los
más ,más
desgraciados ,desgraciados
los ,los
desempleados ,desempleados
de el día , ára _gui
de ,de
proceder ,tekopy
de ,de
muestra ,techarã
fuerte ,pu'aka
