achúrakuera,achúra,N,C,0,P,menudencias,menudencia,N,C,F,P
ysypokuera,ysypo,N,C,0,P,hiedras,hiedra,N,C,F,P
ysyry,ysyry,N,C,0,S,arroyo,arroyo,N,C,M,S
ysyrykuera,ysyry,N,C,0,P,arroyos,arroyo,N,C,M,P
ysyry,ysyry,N,C,0,S,torrente,torrente,N,C,M,S
ysyrykuera,ysyry,N,C,0,P,torrentes,torrente,N,C,M,P
ysyry,ysyry,N,C,0,S,río,río,N,C,M,S
ysyrykuera,ysyry,N,C,0,P,ríos,río,N,C,M,P
ysyrysẽ,ysyrysẽ,N,C,0,S,crecida,crecida,N,C,F,S
ysyrysẽkuera,ysyrysẽ,N,C,0,P,crecidas,crecida,N,C,F,P
ysyrysẽ,ysyrysẽ,N,C,0,S,inundación,inundación,N,C,F,S
ysyrysẽkuera,ysyrysẽ,N,C,0,P,inundaciones,inundación,N,C,F,P
ysã,ysã,N,C,0,S,poste,poste,N,C,M,S
ysãkuera,ysã,N,C,0,P,postes,poste,N,C,M,P
ysẽ,ysẽ,N,C,0,S,inundación,inundación,N,C,F,S
ysẽkuera,ysẽ,N,C,0,P,inundaciones,inundación,N,C,F,P
ysẽha,ysẽha,N,C,0,S,desagüe,desagüe,N,C,M,S
ysẽhakuera,ysẽha,N,C,0,P,desagües,desagüe,N,C,M,P
yta,yta,N,C,0,S,nácar,nácar,N,C,M,S
ytakuera,yta,N,C,0,P,nácares,nácar,N,C,M,P
yta,yta,N,C,0,S,ostra,ostra,N,C,F,S
ytakuera,yta,N,C,0,P,ostras,ostra,N,C,F,P
yta,yta,N,C,0,S,concha,concha,N,C,F,S
ytakuera,yta,N,C,0,P,conchas,concha,N,C,F,P
ytakugua,ytakugua,N,C,0,S,pava,pavo,N,C,F,S
ytakugua,ytakugua,N,C,0,S,caldera,caldera,N,C,F,S
ytakuguakuera,ytakugua,N,C,0,P,calderas,caldera,N,C,F,P
ytororõ,ytororõ,N,C,0,S,catarata,catarata,N,C,F,S
ytororõkuera,ytororõ,N,C,0,P,cataratas,catarata,N,C,F,P
ytororõ,ytororõ,N,C,0,S,cascada,cascada,N,C,F,S
ytororõkuera,ytororõ,N,C,0,P,cascadas,cascada,N,C,F,P
ytu,ytu,N,C,0,S,cascada,cascada,N,C,F,S
ytukuera,ytu,N,C,0,P,cascadas,cascada,N,C,F,P
yty,yty,N,C,0,S,basura,basura,N,C,F,S
ytykuera,yty,N,C,0,P,basuras,basura,N,C,F,P
yty,yty,N,C,0,S,desperdicio,desperdicio,N,C,M,S
ytykuera,yty,N,C,0,P,desperdicios,desperdicio,N,C,M,P
yty,yty,N,C,0,S,escoria,escoria,N,C,F,S
ytykuera,yty,N,C,0,P,escorias,escoria,N,C,F,P
yty,yty,N,C,0,S,residuo,residuo,N,C,M,S
ytykuera,yty,N,C,0,P,residuos,residuo,N,C,M,P
ytyapy,ytyapy,N,C,0,S,basurera,basurero,N,C,F,S
ytyapykuera,ytyapy,N,C,0,P,basureras,basurero,N,C,F,P
ytyapy,ytyapy,N,C,0,S,basurero,basurero,N,C,M,S
ytyapykuera,ytyapy,N,C,0,P,basureros,basurero,N,C,M,P
yva,yva,N,C,0,S,fruta,fruto,N,C,F,S
yvagapy,yvagapy,N,C,0,S,firmamento,firmamento,N,C,M,S
yvagapykuera,yvagapy,N,C,0,P,firmamentos,firmamento,N,C,M,P
yvagapy,yvagapy,N,C,0,S,universo,universo,N,C,M,S
yvagapykuera,yvagapy,N,C,0,P,universos,universo,N,C,M,P
yvate,yvate,N,C,0,S,norte,norte,N,C,M,S
yvatekuera,yvate,N,C,0,P,nortes,norte,N,C,M,P
yvatekue,yvatekue,N,C,0,S,estatura,estatura,N,C,F,S
yvatekuekuera,yvatekue,N,C,0,P,estaturas,estatura,N,C,F,P
yvatekue,yvatekue,N,C,0,S,altura,altura,N,C,F,S
yvatekuekuera,yvatekue,N,C,0,P,alturas,altura,N,C,F,P
yvatekue,yvatekue,N,C,0,S,nivel,nivel,N,C,M,S
yvatekuekuera,yvatekue,N,C,0,P,niveles,nivel,N,C,M,P
yvemby,yvemby,N,C,0,S,seto,seto,N,C,M,S
yvembynguera,yvemby,N,C,0,P,setos,seto,N,C,M,P
yvi,yvi,N,C,0,S,filamento,filamento,N,C,M,S
yvikuera,yvi,N,C,0,P,filamentos,filamento,N,C,M,P
yvi,yvi,N,C,0,S,fibra,fibra,N,C,F,S
yvikuera,yvi,N,C,0,P,fibras,fibra,N,C,F,P
yvi,yvi,N,C,0,S,hebra,hebra,N,C,F,S
yvikuera,yvi,N,C,0,P,hebras,hebra,N,C,F,P
yvope,yvope,N,C,0,S,algarrobo,algarrobo,N,C,M,S
yvopekuera,yvope,N,C,0,P,algarrobos,algarrobo,N,C,M,P
yvoty,yvoty,N,C,0,S,flor,flor,N,C,F,S
yvotykuera,yvoty,N,C,0,P,flores,flor,N,C,F,P
yvotykuru,yvotykuru,N,C,0,S,capullo,capullo,N,C,M,S
yvotykurukuera,yvotykuru,N,C,0,P,capullos,capullo,N,C,M,P
yvotykuru,yvotykuru,N,C,0,S,pimpollo,pimpollo,N,C,M,S
yvotykurukuera,yvotykuru,N,C,0,P,pimpollos,pimpollo,N,C,M,P
yvotyty,yvotyty,N,C,0,S,jardín,jardín,N,C,M,S
yvotytykuera,yvotyty,N,C,0,P,jardines,jardín,N,C,M,P
yvotyty,yvotyty,N,C,0,S,parque,parque,N,C,M,S
yvotytykuera,yvotyty,N,C,0,P,parques,parque,N,C,M,P
yvotyñe'ẽ,yvotyñe'ẽ,N,C,0,S,poesía,poesía,N,C,F,S
yvotyñe'ẽkuera,yvotyñe'ẽ,N,C,0,P,poesías,poesía,N,C,F,P
yvu,yvu,N,C,0,S,manantial,manantial,N,C,M,S
yvukuera,yvu,N,C,0,P,manantiales,manantial,N,C,M,P
yvu,yvu,N,C,0,S,fuente,fuente,N,C,F,S
yvukuera,yvu,N,C,0,P,fuentes,fuente,N,C,F,P
yvy,yvy,N,C,0,S,tierra,tierra,N,C,F,S
yvykuera,yvy,N,C,0,P,tierras,tierra,N,C,F,P
yvy,yvy,N,C,0,S,mundo,mundo,N,C,M,S
yvykuera,yvy,N,C,0,P,mundos,mundo,N,C,M,P
yvy,yvy,N,C,0,S,pavimento,pavimento,N,C,M,S
yvykuera,yvy,N,C,0,P,pavimentos,pavimento,N,C,M,P
yvy,yvy,N,C,0,S,suelo,suelo,N,C,M,S
yvykuera,yvy,N,C,0,P,suelos,suelo,N,C,M,P
yvy,yvy,N,C,0,S,región,región,N,C,F,S
yvykuera,yvy,N,C,0,P,regiones,región,N,C,F,P
yvyakua,yvyakua,N,C,0,S,cabo,cabo,N,C,M,S
yvyakuakuera,yvyakua,N,C,0,P,cabos,cabo,N,C,M,P
yvyakua,yvyakua,N,C,0,S,península,península,N,C,F,S
yvyakuakuera,yvyakua,N,C,0,P,penínsulas,península,N,C,F,P
yvyatatĩ,yvyatatĩ,N,C,0,S,neblina,neblina,N,C,F,S
yvyatatĩkuera,yvyatatĩ,N,C,0,P,neblinas,neblina,N,C,F,P
yvyguy,yvyguy,N,C,0,S,subsuelo,subsuelo,N,C,M,S
yvyguykuera,yvyguy,N,C,0,P,subsuelos,subsuelo,N,C,M,P
yvyhevykói,yvyhevykói,N,C,0,S,zanja,zanja,N,C,F,S
yvyhevykóikuera,yvyhevykói,N,C,0,P,zanjas,zanja,N,C,F,P
yvyja,yvyja,N,C,0,S,culebra,culebra,N,C,F,S
yvyjakuera,yvyja,N,C,0,P,culebras,culebra,N,C,F,P
yvyjo'o,yvyjo'o,N,C,0,S,labranza,labranza,N,C,F,S
yvyjo'okuera,yvyjo'o,N,C,0,P,labranzas,labranza,N,C,F,P
yvyjo'o,yvyjo'o,N,C,0,S,excavación,excavación,N,C,F,S
yvyjo'okuera,yvyjo'o,N,C,0,P,excavaciones,excavación,N,C,F,P
yvykua,yvykua,N,C,0,S,cueva,cueva,N,C,F,S
yvykuakuera,yvykua,N,C,0,P,cuevas,cueva,N,C,F,P
yvykua,yvykua,N,C,0,S,caverna,caverna,N,C,F,S
yvykuakuera,yvykua,N,C,0,P,cavernas,caverna,N,C,F,P
yvykua,yvykua,N,C,0,S,hoyo,hoyo,N,C,M,S
yvykuakuera,yvykua,N,C,0,P,hoyos,hoyo,N,C,M,P
yvykua,yvykua,N,C,0,S,pozo,pozo,N,C,M,S
yvykuakuera,yvykua,N,C,0,P,pozos,pozo,N,C,M,P
yvykua,yvykua,N,C,0,S,zanja,zanja,N,C,F,S
yvykuakuera,yvykua,N,C,0,P,zanjas,zanja,N,C,F,P
yvykua,yvykua,N,C,0,S,bache,bache,N,C,M,S
yvykuakuera,yvykua,N,C,0,P,baches,bache,N,C,M,P
yvyku'i,yvyku'i,N,C,0,S,arena,arena,N,C,F,S
yvyku'ikuera,yvyku'i,N,C,0,P,arenas,arena,N,C,F,P
yvyku'i,yvyku'i,N,C,0,S,polvo,polvo,N,C,M,S
yvyku'ikuera,yvyku'i,N,C,0,P,polvos,polvo,N,C,M,P
yvyku'ity,yvyku'ity,N,C,0,S,arenal,arenal,N,C,M,S
yvyku'itykuera,yvyku'ity,N,C,0,P,arenales,arenal,N,C,M,P
yvymarae'ỹ,yvymarae'ỹ,N,C,0,S,edén,edén,N,C,M,S
yvymarae'ỹnguera,yvymarae'ỹ,N,C,0,P,edenes,edén,N,C,M,P
yvype,yvype,N,C,0,S,llano,llano,N,C,M,S
yvypekuera,yvype,N,C,0,P,llanos,llano,N,C,M,P
yvype,yvype,N,C,0,S,llanura,llanura,N,C,F,S
yvypekuera,yvype,N,C,0,P,llanuras,llanura,N,C,F,P
yvype,yvype,N,C,0,S,valle,valle,N,C,M,S
yvypekuera,yvype,N,C,0,P,valles,valle,N,C,M,P
yvypu'ã,yvypu'ã,N,C,0,S,cuesta,cuesta,N,C,F,S
yvypu'ãkuera,yvypu'ã,N,C,0,P,cuestas,cuesta,N,C,F,P
yvypu'ã,yvypu'ã,N,C,0,S,arribada,arribada,N,C,F,S
yvypu'ãkuera,yvypu'ã,N,C,0,P,arribadas,arribada,N,C,F,P
yvypóra,yvypóra,N,C,0,S,hombre,hombre,N,C,M,S
yvypórakuera,yvypóra,N,C,0,P,hombres,hombre,N,C,M,P
yvypóra,yvypóra,N,C,0,S,persona,persona,N,C,F,S
yvypórakuera,yvypóra,N,C,0,P,personas,persona,N,C,F,P
yvypóra,yvypóra,N,C,0,S,gente,gente,N,C,F,S
yvypórakuera,yvypóra,N,C,0,P,gentes,gente,N,C,F,P
yvypóra,yvypóra,N,C,0,S,morador,morador,N,C,M,S
yvypóra,yvypóra,N,C,0,S,moradora,morador,N,C,F,S
yvypórakuera,yvypóra,N,C,0,P,moradoras,morador,N,C,F,P
yvypórakuera,yvypóra,N,C,0,P,moradores,morador,N,C,M,P
yvypóra,yvypóra,N,C,0,S,habitante,habitante,N,C,C,S
yvypórakuera,yvypóra,N,C,0,P,habitantes,habitante,N,C,C,P
yvyra,yvyra,N,C,0,S,palo,palo,N,C,M,S
yvyrakuera,yvyra,N,C,0,P,palos,palo,N,C,M,P
yvyra,yvyra,N,C,0,S,madera,madera,N,C,F,S
yvyrakuera,yvyra,N,C,0,P,maderas,madera,N,C,F,P
"yvyraja,_yvyrajárakuera","yvyraja,_yvyrajára",N,C,0,P,jueces,juez,N,C,C,P
"yvyraja,_yvyrajára","yvyraja,_yvyrajára",N,C,0,S,juez,juez,N,C,C,S
"yvyraja,_yvyrajára","yvyraja,_yvyrajára",N,C,0,S,jueza,juez,N,C,F,S
"yvyraja,_yvyrajárakuera","yvyraja,_yvyrajára",N,C,0,P,juezas,juez,N,C,F,P
yvyrakua,yvyrakua,N,C,0,S,cepo,cepo,N,C,M,S
yvyrakuakuera,yvyrakua,N,C,0,P,cepos,cepo,N,C,M,P
yvyrakua,yvyrakua,N,C,0,S,cárcel,cárcel,N,C,F,S
yvyrakuakuera,yvyrakua,N,C,0,P,cárceles,cárcel,N,C,F,P
yvyrakua,yvyrakua,N,C,0,S,presidio,presidio,N,C,M,S
yvyrakuakuera,yvyrakua,N,C,0,P,presidios,presidio,N,C,M,P
yvyrakua,yvyrakua,N,C,0,S,prisión,prisión,N,C,F,S
yvyrakuakuera,yvyrakua,N,C,0,P,prisiones,prisión,N,C,F,P
yvyrape,yvyrape,N,C,0,S,tabla,tabla,N,C,F,S
yvyrapekuera,yvyrape,N,C,0,P,tablas,tabla,N,C,F,P
yvyrapu,yvyrapu,N,C,0,S,matraca,matraca,N,C,F,S
yvyrapukuera,yvyrapu,N,C,0,P,matracas,matraca,N,C,F,P
yvyraty,yvyraty,N,C,0,S,arboleda,arboleda,N,C,F,S
yvyratykuera,yvyraty,N,C,0,P,arboledas,arboleda,N,C,F,P
yvyraty,yvyraty,N,C,0,S,parque,parque,N,C,M,S
yvyratykuera,yvyraty,N,C,0,P,parques,parque,N,C,M,P
yvyray,yvyray,N,C,0,S,tronco,tronco,N,C,M,S
yvyraykuera,yvyray,N,C,0,P,troncos,tronco,N,C,M,P
yvyraygue,yvyraygue,N,C,0,S,rollizo,rollizo,N,C,M,S
yvyrayguekuera,yvyraygue,N,C,0,P,rollizos,rollizo,N,C,M,P
yvyra'i,yvyra'i,N,C,0,S,palito,palito,N,C,M,S
yvyra'ikuera,yvyra'i,N,C,0,P,palitos,palito,N,C,M,P
yvyra'i,yvyra'i,N,C,0,S,cetro,cetro,N,C,M,S
yvyra'ikuera,yvyra'i,N,C,0,P,cetros,cetro,N,C,M,P
yvyrupigua,yvyrupigua,N,C,0,S,peatón,peatón,N,C,M,S
yvyrupiguakuera,yvyrupigua,N,C,0,P,peatones,peatón,N,C,M,P
yvyryrýi,yvyryrýi,N,C,0,S,terremoto,terremoto,N,C,M,S
yvyryrýikuera,yvyryrýi,N,C,0,P,terremotos,terremoto,N,C,M,P
yvysoka,yvysoka,N,C,0,S,mazo,mazo,N,C,M,S
yvysokakuera,yvysoka,N,C,0,P,mazos,mazo,N,C,M,P
yvysusũ,yvysusũ,N,C,0,S,pantano,pantano,N,C,M,S
yvysusũkuera,yvysusũ,N,C,0,P,pantanos,pantano,N,C,M,P
yvysusũ,yvysusũ,N,C,0,S,estero,estero,N,C,M,S
yvysusũkuera,yvysusũ,N,C,0,P,esteros,estero,N,C,M,P
yvytimbo,yvytimbo,N,C,0,S,polvareda,polvareda,N,C,F,S
yvytimbonguera,yvytimbo,N,C,0,P,polvaredas,polvareda,N,C,F,P
yvytimbo,yvytimbo,N,C,0,S,polvo,polvo,N,C,M,S
yvytimbonguera,yvytimbo,N,C,0,P,polvos,polvo,N,C,M,P
yvytu,yvytu,N,C,0,S,viento,viento,N,C,M,S
yvytukuera,yvytu,N,C,0,P,vientos,viento,N,C,M,P
yvytu,yvytu,N,C,0,S,aire,aire,N,C,M,S
yvytukuera,yvytu,N,C,0,P,aires,aire,N,C,M,P
yvytu,yvytu,N,C,0,S,ventilación,ventilación,N,C,F,S
yvytukuera,yvytu,N,C,0,P,ventilaciones,ventilación,N,C,F,P
yvyty,yvyty,N,C,0,S,cerro,cerro,N,C,M,S
yvytykuera,yvyty,N,C,0,P,cerros,cerro,N,C,M,P
yvyty,yvyty,N,C,0,S,montaña,montaña,N,C,F,S
yvytykuera,yvyty,N,C,0,P,montañas,montaña,N,C,F,P
yvyty,yvyty,N,C,0,S,monte,monte,N,C,M,S
yvytykuera,yvyty,N,C,0,P,montes,monte,N,C,M,P
yvytykua,yvytykua,N,C,0,S,gruta,gruta,N,C,F,S
yvytykuakuera,yvytykua,N,C,0,P,grutas,gruta,N,C,F,P
yvytymi,yvytymi,N,C,0,S,loma,loma,N,C,F,S
yvytyminguera,yvytymi,N,C,0,P,lomas,loma,N,C,F,P
yvytymi,yvytymi,N,C,0,S,colina,colina,N,C,F,S
yvytyminguera,yvytymi,N,C,0,P,colinas,colina,N,C,F,P
yvytypa'ũ,yvytypa'ũ,N,C,0,S,valle,valle,N,C,M,S
yvytypa'ũkuera,yvytypa'ũ,N,C,0,P,valles,valle,N,C,M,P
yvytyrusu,yvytyrusu,N,C,0,S,cordillera,cordillera,N,C,F,S
yvytyrusukuera,yvytyrusu,N,C,0,P,cordilleras,cordillera,N,C,F,P
yvytyrusu,yvytyrusu,N,C,0,S,serranía,serranía,N,C,F,S
yvytyrusukuera,yvytyrusu,N,C,0,P,serranías,serranía,N,C,F,P
yvyty'ã,yvyty'ã,N,C,0,S,ladera,ladera,N,C,F,S
yvyty'ãkuera,yvyty'ã,N,C,0,P,laderas,ladera,N,C,F,P
yvytĩ,yvytĩ,N,C,0,S,neblina,neblina,N,C,F,S
yvytĩkuera,yvytĩ,N,C,0,P,neblinas,neblina,N,C,F,P
yvytĩ,yvytĩ,N,C,0,S,cerrazón,cerrazón,N,C,F,S
yvytĩkuera,yvytĩ,N,C,0,P,cerrazones,cerrazón,N,C,F,P
yvyvo,yvyvo,N,C,0,S,foso,foso,N,C,M,S
yvyvokuera,yvyvo,N,C,0,P,fosos,foso,N,C,M,P
yvyvovo,yvyvovo,N,C,0,S,puente,puente,N,C,M,S
yvyvovokuera,yvyvovo,N,C,0,P,puentes,puente,N,C,M,P
yvy'a,yvy'a,N,C,0,S,papa,papa,N,C,M,S
yvy'akuera,yvy'a,N,C,0,P,papas,papa,N,C,M,P
yvy'a,yvy'a,N,C,0,S,bulbo,bulbo,N,C,M,S
yvy'akuera,yvy'a,N,C,0,P,bulbos,bulbo,N,C,M,P
yvy'a,yvy'a,N,C,0,S,tubérculo,tubérculo,N,C,M,S
yvy'akuera,yvy'a,N,C,0,P,tubérculos,tubérculo,N,C,M,P
yvy'ã,yvy'ã,N,C,0,S,barranco,barranco,N,C,M,S
yvy'ãkuera,yvy'ã,N,C,0,P,barrancos,barranco,N,C,M,P
yvy'ã,yvy'ã,N,C,0,S,zanja,zanja,N,C,F,S
yvy'ãkuera,yvy'ã,N,C,0,P,zanjas,zanja,N,C,F,P
yvy'ã,yvy'ã,N,C,0,S,precipicio,precipicio,N,C,M,S
yvy'ãkuera,yvy'ã,N,C,0,P,precipicios,precipicio,N,C,M,P
yvy'ã,yvy'ã,N,C,0,S,bajo,bajo,N,C,M,S
yvy'ãkuera,yvy'ã,N,C,0,P,bajos,bajo,N,C,M,P
yvy'ã,yvy'ã,N,C,0,S,ladera,ladera,N,C,F,S
yvy'ãkuera,yvy'ã,N,C,0,P,laderas,ladera,N,C,F,P
yvy'ã,yvy'ã,N,C,0,S,costa,costa,N,C,F,S
yvy'ãkuera,yvy'ã,N,C,0,P,costas,costa,N,C,F,P
yvága,yvága,N,C,0,S,cielo,cielo,N,C,M,S
yvágakuera,yvága,N,C,0,P,cielos,cielo,N,C,M,P
yvága,yvága,N,C,0,S,firmamento,firmamento,N,C,M,S
yvágakuera,yvága,N,C,0,P,firmamentos,firmamento,N,C,M,P
yvága,yvága,N,C,0,S,paraíso,paraíso,N,C,M,S
yvágakuera,yvága,N,C,0,P,paraísos,paraíso,N,C,M,P
yvóra,yvóra,N,C,0,S,mundo,mundo,N,C,M,S
yvórakuera,yvóra,N,C,0,P,mundos,mundo,N,C,M,P
y'uhéi,y'uhéi,N,C,0,S,sed,sed,N,C,F,S
y'upa,y'upa,N,C,0,S,remanso,remanso,N,C,M,S
y'upakuera,y'upa,N,C,0,P,remansos,remanso,N,C,M,P
y'upa,y'upa,N,C,0,S,remolino,remolino,N,C,M,S
y'upakuera,y'upa,N,C,0,P,remolinos,remolino,N,C,M,P
y'ỹ,y'ỹ,N,C,0,S,sequía,sequía,N,C,F,S
y'ỹkuera,y'ỹ,N,C,0,P,sequías,sequía,N,C,F,P
y'ỹ,y'ỹ,N,C,0,S,seca,seca,N,C,F,S
y'ỹkuera,y'ỹ,N,C,0,P,secas,seca,N,C,F,P
y'ỹ,y'ỹ,N,C,0,S,sequedad,sequedad,N,C,F,S
y'ỹkuera,y'ỹ,N,C,0,P,sequedades,sequedad,N,C,F,P
ánga,ánga,N,C,0,S,alma,alma,N,C,F,S
ánganguera,ánga,N,C,0,P,almas,alma,N,C,F,P
ánga,ánga,N,C,0,S,espíritu,espíritu,N,C,M,S
ánganguera,ánga,N,C,0,P,espíritus,espíritu,N,C,M,P
ára,ára,N,C,0,S,día,día,N,C,M,S
árakuera,ára,N,C,0,P,días,día,N,C,M,P
ára,ára,N,C,0,S,tiempo,tiempo,N,C,M,S
árakuera,ára,N,C,0,P,tiempos,tiempo,N,C,M,P
ára,ára,N,C,0,S,época,época,N,C,F,S
árakuera,ára,N,C,0,P,épocas,época,N,C,F,P
ára,ára,N,C,0,S,era,era,N,C,F,S
árakuera,ára,N,C,0,P,eras,era,N,C,F,P
ára,ára,N,C,0,S,cielo,cielo,N,C,M,S
árakuera,ára,N,C,0,P,cielos,cielo,N,C,M,P
áva,áva,N,C,0,S,cabello,cabello,N,C,M,S
ávakuera,áva,N,C,0,P,cabellos,cabello,N,C,M,P
áva,áva,N,C,0,S,cabellera,cabellera,N,C,F,S
ávakuera,áva,N,C,0,P,cabelleras,cabellera,N,C,F,P
áva,áva,N,C,0,S,pelo,pelo,N,C,M,S
ávakuera,áva,N,C,0,P,pelos,pelo,N,C,M,P
ã,ã,N,C,0,S,sombra,sombra,N,C,F,S
ãkuera,ã,N,C,0,P,sombras,sombra,N,C,F,P
ã,ã,N,C,0,S,ausencia,ausencia,N,C,F,S
ãkuera,ã,N,C,0,P,ausencias,ausencia,N,C,F,P
ãho,ãho,N,C,0,S,suspiro,suspiro,N,C,M,S
ãhokuera,ãho,N,C,0,P,suspiros,suspiro,N,C,M,P
ãho,ãho,N,C,0,S,deseo,deseo,N,C,M,S
ãhokuera,ãho,N,C,0,P,deseos,deseo,N,C,M,P
ãho,ãho,N,C,0,S,añoranza,añoranza,N,C,F,S
ãhokuera,ãho,N,C,0,P,añoranzas,añoranza,N,C,F,P
éu,éu,N,C,0,S,eructo,eructo,N,C,M,S
éukuera,éu,N,C,0,P,eructos,eructo,N,C,M,P
ñahatĩ,ñahatĩ,N,C,0,S,libélula,libélula,N,C,F,S
ñahatĩkuera,ñahatĩ,N,C,0,P,libélulas,libélula,N,C,F,P
ñahatĩ,ñahatĩ,N,C,0,S,alguacil,alguacil,N,C,M,S
ñahatĩkuera,ñahatĩ,N,C,0,P,alguaciles,alguacil,N,C,M,P
ñaimo'ã'ỹva,ñaimo'ã'ỹva,N,C,0,S,casualidad,casualidad,N,C,F,S
ñaimo'ã'ỹvanguera,ñaimo'ã'ỹva,N,C,0,P,casualidades,casualidad,N,C,F,P
ñai'ũ,ñai'ũ,N,C,0,S,arcilla,arcilla,N,C,F,S
ñai'ũkuera,ñai'ũ,N,C,0,P,arcillas,arcilla,N,C,F,P
ñai'ũ,ñai'ũ,N,C,0,S,caolín,caolín,N,C,M,S
ñai'ũkuera,ñai'ũ,N,C,0,P,caolines,caolín,N,C,M,P
ñai'ũ,ñai'ũ,N,C,0,S,barro,barro,N,C,M,S
ñai'ũkuera,ñai'ũ,N,C,0,P,barros,barro,N,C,M,P
ñai'ũ,ñai'ũ,N,C,0,S,lodo,lodo,N,C,M,S
ñai'ũkuera,ñai'ũ,N,C,0,P,lodos,lodo,N,C,M,P
ñakatĩparo,ñakatĩparo,N,C,0,S,vuelco,vuelco,N,C,M,S
ñakatĩparokuera,ñakatĩparo,N,C,0,P,vuelcos,vuelco,N,C,M,P
ñakurutũ,ñakurutũ,N,C,0,S,lechuza,lechuza,N,C,F,S
ñakurutũkuera,ñakurutũ,N,C,0,P,lechuzas,lechuza,N,C,F,P
ñakyrã,ñakyrã,N,C,0,S,cigarra,cigarra,N,C,F,S
ñakyrãkuera,ñakyrã,N,C,0,P,cigarras,cigarra,N,C,F,P
ñakyrã,ñakyrã,N,C,0,S,chicharra,chicharra,N,C,F,S
ñakyrãkuera,ñakyrã,N,C,0,P,chicharras,chicharra,N,C,F,P
ñakãity,ñakãity,N,C,0,S,respeto,respeto,N,C,M,S
ñakãitykuera,ñakãity,N,C,0,P,respetos,respeto,N,C,M,P
ñakãity,ñakãity,N,C,0,S,pleitesía,pleitesía,N,C,F,S
ñakãitykuera,ñakãity,N,C,0,P,pleitesías,pleitesía,N,C,F,P
ñakãmbota,ñakãmbota,N,C,0,S,cabezazo,cabezazo,N,C,M,S
ñakãmbotanguera,ñakãmbota,N,C,0,P,cabezazos,cabezazo,N,C,M,P
ñakãrapu'ã,ñakãrapu'ã,N,C,0,S,progreso,progreso,N,C,M,S
ñakãrapu'ãkuera,ñakãrapu'ã,N,C,0,P,progresos,progreso,N,C,M,P
ñakãrapu'ã,ñakãrapu'ã,N,C,0,S,desarrollo,desarrollo,N,C,M,S
ñakãrapu'ãkuera,ñakãrapu'ã,N,C,0,P,desarrollos,desarrollo,N,C,M,P
ñana,ñana,N,C,0,S,maleza,maleza,N,C,F,S
ñananguera,ñana,N,C,0,P,malezas,maleza,N,C,F,P
ñana,ñana,N,C,0,S,hierba,hierba,N,C,F,S
ñananguera,ñana,N,C,0,P,hierbas,hierba,N,C,F,P
ñana,ñana,N,C,0,S,planta,planta,N,C,F,S
ñananguera,ñana,N,C,0,P,plantas,planta,N,C,F,P
ñana,ñana,N,C,0,S,mata,mata,N,C,F,S
ñananguera,ñana,N,C,0,P,matas,mata,N,C,F,P
ñanandy,ñanandy,N,C,0,S,matorral,matorral,N,C,M,S
ñanandynguera,ñanandy,N,C,0,P,matorrales,matorral,N,C,M,P
ñanandy,ñanandy,N,C,0,S,pastizal,pastizal,N,C,M,S
ñanandynguera,ñanandy,N,C,0,P,pastizales,pastizal,N,C,M,P
ñanandy,ñanandy,N,C,0,S,maleza,maleza,N,C,F,S
ñanandynguera,ñanandy,N,C,0,P,malezas,maleza,N,C,F,P
ñandejára,ñandejára,N,C,0,S,dios,dios,N,C,M,S
ñandejára,ñandejára,N,C,0,S,diosa,dios,N,C,F,S
ñandejáranguera,ñandejára,N,C,0,P,diosas,dios,N,C,F,P
ñandejáranguera,ñandejára,N,C,0,P,dioses,dios,N,C,M,P
ñanduguasunguera,ñanduguasu,N,C,0,P,avestruces,avestruz,N,C,M,P
ñanduguasu,ñanduguasu,N,C,0,S,avestruz,avestruz,N,C,M,S
ñanduti,ñanduti,N,C,0,S,telaraña,telaraña,N,C,F,S
ñandutinguera,ñanduti,N,C,0,P,telarañas,telaraña,N,C,F,P
ñandu'a,ñandu'a,N,C,0,S,plumero,plumero,N,C,M,S
ñandu'anguera,ñandu'a,N,C,0,P,plumeros,plumero,N,C,M,P
ñandyry,ñandyry,N,C,0,S,aceite,aceite,N,C,M,S
ñandyrynguera,ñandyry,N,C,0,P,aceites,aceite,N,C,M,P
ñandú,ñandú,N,C,0,S,araña,araña,N,C,F,S
ñandúnguera,ñandú,N,C,0,P,arañas,araña,N,C,F,P
ñandýva,ñandýva,N,C,0,S,lubricante,lubricante,N,C,M,S
ñandývanguera,ñandýva,N,C,0,P,lubricantes,lubricante,N,C,M,P
ñangapiry,ñangapiry,N,C,0,S,arrayán,arrayán,N,C,M,S
ñangapirynguera,ñangapiry,N,C,0,P,arrayanes,arrayán,N,C,M,P
ñangareko,ñangareko,N,C,0,S,cuidado,cuidado,N,C,M,S
ñangarekonguera,ñangareko,N,C,0,P,cuidados,cuidado,N,C,M,P
ñangareko,ñangareko,N,C,0,S,atención,atención,N,C,F,S
ñangarekonguera,ñangareko,N,C,0,P,atenciones,atención,N,C,F,P
ñangareko,ñangareko,N,C,0,S,preservación,preservación,N,C,F,S
ñangarekonguera,ñangareko,N,C,0,P,preservaciones,preservación,N,C,F,P
ñangareko,ñangareko,N,C,0,S,protección,protección,N,C,F,S
ñangarekonguera,ñangareko,N,C,0,P,protecciones,protección,N,C,F,P
ñangarekoha,ñangarekoha,N,C,0,S,cuidador,cuidador,N,C,M,S
